companyId|loanId|createTime|org
8796093022320|233342755693133960|2022-04-09 20:11:06.298|PNC Bank
6597069766864|233342755693134100|2022-04-10 08:11:51.355|Capital One
4398046511399|235031605553398150|2022-04-16 14:57:22.574|American Express
3298534883369|235313080530108477|2022-04-16 21:17:23.511|Patch of Land
8796093022242|237001930390372400|2022-04-23 12:10:19.101|Best Egg
237|237564880343793987|2022-04-25 13:57:58.786|SoFi
9895604650082|237564880343793782|2022-04-25 16:11:56.022|SoFi
7696581394541|237846355320504451|2022-04-26 06:38:00.911|Chase Bank
9895604650271|238409305273926012|2022-04-28 06:09:13.263|Navy Federal Credit Union
12094627905705|238690780250636509|2022-04-29 11:15:41.562|RealtyMogul
1099511627996|238690780250636581|2022-04-29 13:33:14.073|Earnest
8796093022228|238690780250636314|2022-04-29 15:35:44.416|SunTrust
4398046511337|238972255227347259|2022-04-30 07:42:07.928|BlueVine
12094627905705|238972255227347164|2022-04-30 09:43:03.041|Best Egg
5497558138895|239535205180768274|2022-05-02 12:41:39.122|OnDeck
3298534883429|239816680157479034|2022-05-02 22:07:13.041|Chase Bank
9895604650315|240661105087611312|2022-05-06 04:59:16.679|Peerform
9895604650180|240942580064321795|2022-05-06 22:02:16.782|Funding Circle
8796093022480|241224055041032554|2022-05-08 11:06:56.635|Upstart
1099511628006|241505530017743155|2022-05-09 02:10:56.58|State Farm Bank
10995116277939|241505530017743080|2022-05-09 10:00:49.361|Peerform
12094627905851|241787004994453913|2022-05-10 10:32:55.484|OneMain Financial
23|242068479971164187|2022-05-11 04:44:33.703|Capital One
7696581394694|242631429924585824|2022-05-13 00:04:16.312|American Express
5497558139031|242631429924585669|2022-05-13 04:39:20.268|LendingClub
12094627905903|243475854854717927|2022-05-16 01:43:27.867|OneMain Financial
7696581394552|243475854854717588|2022-05-16 14:47:58.781|Fundrise
23|244038804808138780|2022-05-18 00:32:54.945|LightStream
5497558139002|244038804808138908|2022-05-18 04:05:35.354|Best Egg
10995116278005|244601754761560397|2022-05-20 02:59:22.513|Earnest
10995116278137|245727654668403192|2022-05-24 01:03:27.141|Marcus by Goldman Sachs
12094627905705|246009129645113562|2022-05-25 05:43:09.209|State Farm Bank
10995116277817|246290604621824077|2022-05-26 06:05:25.605|Fundrise
8796093022534|246290604621824427|2022-05-26 08:20:25.948|OnDeck
9895604650059|247135029551956065|2022-05-29 14:01:50.804|RealtyMogul
3298534883628|247135029551956363|2022-05-29 14:02:20.51|SoFi
10995116277817|247697979505377355|2022-05-31 02:32:00.049|Kabbage
9895604650105|247697979505377432|2022-05-31 13:52:47.32|LendingClub
6597069766832|248260929458798820|2022-06-01 21:30:33.544|Chase Bank
9895604650015|248260929458798634|2022-06-02 02:46:19.148|BlueVine
12094627905655|248260929458798739|2022-06-02 12:50:58.566|Capital One
9895604650180|248823879412220164|2022-06-04 01:42:54.451|SunTrust
8796093022439|249105354388930870|2022-06-05 01:45:26.2|OneMain Financial
3298534883678|249105354388931017|2022-06-05 14:12:15.816|Earnest
6597069766919|249386829365641571|2022-06-05 23:40:30.932|Fundrise
6597069766755|250512729272483959|2022-06-10 10:21:49.593|Upstart
7696581394664|250794204249194808|2022-06-11 06:08:36.153|OnDeck
4398046511208|250794204249194619|2022-06-11 18:34:39.282|Upgrade
1099511627835|251638629179326545|2022-06-14 04:18:25.353|Best Egg
7696581394467|251920104156037170|2022-06-15 10:14:35.709|Rocket Loans
12094627905848|251920104156037528|2022-06-15 15:40:10.249|Kabbage
10995116277790|251920104156037158|2022-06-15 17:44:01.192|Discover
1099511628006|252483054109458740|2022-06-16 21:39:14.621|US Bank
2199023255833|252483054109458805|2022-06-17 19:24:05.34|Funding Circle
2199023255687|252764529086169263|2022-06-18 09:43:34.145|Earnest
8796093022320|252764529086169222|2022-06-18 17:41:56.743|Best Egg
7696581394552|253046004062879895|2022-06-19 06:59:37.578|Kabbage
1099511627995|253327479039590690|2022-06-19 22:56:41.143|Fundbox
10995116277977|253327479039590683|2022-06-20 15:58:33.221|LendingClub
9895604650141|254171903969722572|2022-06-23 07:42:30.893|TD Bank
8796093022534|254171903969722794|2022-06-23 09:56:56.921|SoFi
10995116277856|254734853923143796|2022-06-25 06:08:48.074|Upstart
5497558138886|255860753829986314|2022-06-29 17:15:00.116|Peerform
5497558138969|256423703783407723|2022-07-01 11:33:42.583|Chase Bank
8796093022419|257268128713539862|2022-07-04 18:28:33.164|OneMain Financial
8796093022480|257831078666961255|2022-07-06 01:32:55.53|Kabbage
192|257831078666961153|2022-07-06 07:02:30.402|Upgrade
257|258394028620382554|2022-07-08 13:04:55.598|OneMain Financial
10995116277977|258675503597093148|2022-07-09 20:08:04.323|Avant
3298534883629|258956978573803917|2022-07-10 11:36:28.24|Peerform
9895604650272|259238453550514558|2022-07-11 02:09:17.597|State Farm Bank
8796093022581|259801403503935987|2022-07-13 11:44:03.764|Kabbage
12094627905696|260082878480646350|2022-07-14 16:43:19.943|Best Egg
6597069766819|260364353457357014|2022-07-15 09:15:32.325|State Farm Bank
5497558139123|260645828434067784|2022-07-16 18:38:48.842|American Express
7696581394560|260927303410778275|2022-07-17 11:57:16.884|American Express
9895604650271|261208778387489147|2022-07-18 09:10:15.53|Earnest
2199023255940|261490253364199942|2022-07-19 01:41:55.449|American Express
12094627905851|262334678294331803|2022-07-22 01:59:59.262|Wells Fargo
10995116278128|262616153271042539|2022-07-23 03:10:34.201|Earnest
12094627905722|262897628247752952|2022-07-23 21:41:58.467|Roofstock
13194139533386|262897628247752797|2022-07-23 22:36:16.498|RealtyMogul
5497558139031|262897628247752900|2022-07-24 00:19:37.125|Navy Federal Credit Union
6597069766906|263460578201174357|2022-07-25 22:10:07.671|Navy Federal Credit Union
8796093022588|263742053177885178|2022-07-27 01:30:52.509|Upgrade
2199023255578|263742053177884706|2022-07-27 08:33:28.499|Wells Fargo
4398046511210|264023528154595455|2022-07-28 05:50:22.682|RealtyMogul
10995116277790|264023528154595367|2022-07-28 14:04:26.16|Fundbox
13194139533430|264586478108016784|2022-07-30 19:12:51.311|BlueVine
13194139533430|265430903038148754|2022-08-02 07:28:37.538|PNC Bank
8796093022240|265712378014859310|2022-08-03 10:06:45.293|Prosper
12094627905679|265993852991570104|2022-08-04 01:54:28.123|LightStream
5497558139205|265993852991570344|2022-08-04 05:36:04.707|Best Egg
6597069766929|265993852991570283|2022-08-04 09:10:58.173|Earnest
13194139533384|265993852991570009|2022-08-04 14:46:33.706|Capital One
10995116277939|266556802944991467|2022-08-06 13:09:18.932|Chase Bank
5497558138886|266838277921701897|2022-08-07 06:16:13.344|BlueVine
12094627905606|267119752898412632|2022-08-07 23:58:56.986|Fundbox
7696581394775|267964177828544965|2022-08-11 10:00:57.691|PNC Bank
12094627905553|267964177828544535|2022-08-11 14:33:06.103|PNC Bank
5497558138929|268808602758676551|2022-08-14 01:17:16.132|Rocket Loans
13194139533386|269371552712097887|2022-08-16 00:25:08.673|PNC Bank
10995116277886|269371552712097951|2022-08-16 05:57:30.929|OnDeck
5497558139019|269371552712097973|2022-08-16 06:34:23.033|Fundbox
12094627905696|269653027688808655|2022-08-17 10:14:38.435|Avant
3298534883458|269653027688808615|2022-08-17 14:13:56.556|Earnest
8796093022248|270215977642229820|2022-08-18 23:11:32.367|Citibank
1099511628006|270215977642230069|2022-08-19 13:41:38.21|LendingClub
5497558138886|271060402572361736|2022-08-22 13:23:44.954|Fundbox
12094627905705|271341877549072603|2022-08-23 10:51:49.484|Avant
10995116278069|271623352525783442|2022-08-23 22:09:41.335|Wells Fargo
8796093022439|271623352525783351|2022-08-24 12:56:04.115|BlueVine
12094627905713|271904827502493927|2022-08-25 02:23:34.297|Funding Circle
13194139533430|271904827502493841|2022-08-25 17:15:25.717|OnDeck
10995116278128|272186302479204844|2022-08-25 21:33:14.357|US Bank
10995116277790|272186302479204392|2022-08-26 00:59:46.993|OneMain Financial
10995116278069|272186302479204755|2022-08-26 10:45:18.362|Earnest
9895604650015|272467777455915049|2022-08-27 00:22:24.54|RealtyMogul
13194139533588|272467777455915375|2022-08-27 04:05:48.358|Funding Circle
4398046511208|272749252432625789|2022-08-28 04:55:23.795|TD Bank
10995116277817|272749252432625740|2022-08-28 15:37:16.549|Citibank
8796093022532|274156627316179367|2022-09-02 17:43:32.051|PNC Bank
7696581394541|274438102292889730|2022-09-03 06:57:58.83|Roofstock
10995116278035|274438102292889965|2022-09-03 13:50:25.244|US Bank
5497558139123|274438102292889930|2022-09-03 15:12:20.434|Upstart
10995116278005|275001052246311244|2022-09-05 18:07:17.712|RealtyMogul
1099511628134|275845477176443348|2022-09-08 10:37:54.458|Fundbox
12094627905696|276126952153153744|2022-09-09 00:11:20.934|Avant
4398046511337|276126952153153850|2022-09-09 01:43:19.66|Upstart
12094627905538|276126952153153539|2022-09-09 06:53:04.996|Marcus by Goldman Sachs
8796093022294|276126952153153641|2022-09-09 15:21:17.161|LendingClub
10995116278128|276408427129864681|2022-09-10 02:02:53.198|TD Bank
12094627905617|276689902106574947|2022-09-11 13:58:59.049|SunTrust
13194139533384|276971377083285594|2022-09-12 11:23:21.954|Patch of Land
12094627905851|277252852059996570|2022-09-13 21:36:36.466|TD Bank
8796093022534|277815802013417900|2022-09-15 13:58:43.405|Capital One
10995116278005|278097276990128462|2022-09-16 10:26:37.701|Avant
8796093022227|278378751966838809|2022-09-17 11:10:47.105|OnDeck
10995116278119|278378751966839257|2022-09-17 13:03:34.529|LendingPoint
9895604650105|278660226943549593|2022-09-18 00:14:19.631|BlueVine
13194139533597|279786126850392440|2022-09-21 23:50:31.291|Citibank
8796093022588|280067601827103227|2022-09-23 07:34:32.374|Bank of America
12094627905797|280349076803813725|2022-09-23 23:04:46.246|Earnest
7696581394469|280349076803813429|2022-09-24 12:32:13.863|Bank of America
10995116277939|280912026757234921|2022-09-26 12:44:27.28|Navy Federal Credit Union
13194139533567|281193501733945687|2022-09-27 06:19:35.881|Prosper
2199023255941|281193501733945864|2022-09-27 13:33:44.707|Capital One
6597069767042|281474976710656513|2022-09-28 02:26:38.148|Rocket Loans
13194139533588|281756451687367024|2022-09-29 14:18:18.319|Best Egg
13194139533597|282037926664077689|2022-09-30 05:20:15.362|Marcus by Goldman Sachs
9895604650341|282319401640788432|2022-10-01 00:38:57.64|RealtyMogul
7696581394549|282319401640788110|2022-10-01 16:11:29.708|Navy Federal Credit Union
6597069766809|282600876617498823|2022-10-01 22:30:25.86|RealtyMogul
3298534883698|282600876617499120|2022-10-02 01:47:54.453|Best Egg
7696581394748|282600876617499036|2022-10-02 19:13:47.328|Chase Bank
8796093022534|282882351594209705|2022-10-03 17:56:08.68|OneMain Financial
10995116277939|283445301547630826|2022-10-05 03:33:04.965|Peerform
13194139533466|284008251501052106|2022-10-07 01:50:06.753|Discover
8796093022519|284289726477762967|2022-10-08 02:50:52.82|Rocket Loans
8796093022276|284289726477762646|2022-10-08 02:59:02.995|Marcus by Goldman Sachs
9895604650082|284289726477762677|2022-10-08 15:26:36.717|Peerform
9895604650281|284571201454473609|2022-10-09 19:59:51.274|LendingPoint
14293651161270|284852676431184113|2022-10-10 00:55:04|Citibank
14293651161377|284852676431184257|2022-10-10 18:11:20.115|Avant
12094627905722|285978576338026742|2022-10-14 04:33:29.258|Funding Circle
10995116278035|286541526291448174|2022-10-16 06:12:06.901|Chase Bank
12094627905553|286541526291447829|2022-10-16 08:57:50.833|US Bank
13194139533459|286823001268158652|2022-10-17 00:13:15.119|RealtyMogul
9895604650315|287667426198290862|2022-10-20 01:17:11.77|Bank of America
9895604650015|288230376151711787|2022-10-22 13:55:35.855|OnDeck
14293651161249|288230376151711953|2022-10-22 18:43:59.448|Funding Circle
12094627905617|288511851128422498|2022-10-22 23:02:24.319|Upstart
13194139533448|288793326105133234|2022-10-24 17:21:47.163|Kabbage
5497558139102|289074801081844006|2022-10-24 23:59:47.547|Navy Federal Credit Union
12094627905903|289074801081844198|2022-10-25 11:49:01.477|Bank of America
4398046511436|289637751035265457|2022-10-27 03:29:26.802|Chase Bank
14293651161421|289637751035265461|2022-10-27 09:19:05.824|Fundbox
14293651161249|289637751035265236|2022-10-27 16:53:55.568|Best Egg
14293651161450|289919226011976156|2022-10-27 23:59:53.647|Discover
14293651161377|290200700988686722|2022-10-28 23:40:01.373|American Express
6597069766826|290200700988686558|2022-10-29 17:43:28.984|SunTrust
12094627905538|290482175965396996|2022-10-29 23:30:47.87|RealtyMogul
14293651161423|290482175965397433|2022-10-30 16:41:37.287|Upgrade
10995116278052|291045125918818691|2022-11-01 07:46:15.709|Avant
6597069766809|291045125918818502|2022-11-01 22:14:04.378|Upgrade
8796093022532|291608075872240038|2022-11-03 11:38:34.647|OneMain Financial
14293651161315|292452500802371887|2022-11-06 17:36:31.005|LightStream
14293651161249|292733975779082450|2022-11-07 02:22:47.888|Navy Federal Credit Union
12094627905746|292733975779082517|2022-11-07 07:45:48.784|Prosper
8796093022588|292733975779082749|2022-11-07 14:20:03.041|LendingClub
14293651161289|292733975779082505|2022-11-07 20:45:24.615|TD Bank
