mediumId|mediumType|isBlocked|createTime|lastLoginTime|riskLevel
4398046512045|IPv6|false|2020-04-30 20:37:35.283|1590693028718|Severe risk
4398046511220|ATM|false|2020-05-01 13:11:07.454|1627151871665|Low risk
4398046511700|NFC|false|2020-05-03 14:37:29.456|1597269912080|High risk
4398046511178|POS|false|2020-05-06 18:03:37.51|1633599792642|Extreme risk
4398046511613|IPv4|false|2020-05-07 13:32:20.149|1668904240996|Critical risk
4398046511664|IPv4|false|2020-05-08 08:14:54.15|1651843723461|Low risk
4398046511938|IPv4|false|2020-05-08 08:57:50.16|1594615626560|Significant risk
4398046511349|IPv4|false|2020-05-08 12:18:56.605|1657363081463|Significant risk
4398046511765|QRCode|false|2020-05-08 16:56:12.789|1615794823554|Moderate risk
4398046511336|WIFI|false|2020-05-09 17:56:55.051|1663178110490|Very high risk
4398046511769|PHONE|false|2020-05-09 20:06:25.27|1660894464337|Moderate risk
4398046511759|PHONE|true|2020-05-09 23:04:24.184|1668831839005|Minimal risk
4398046512026|MAC|false|2020-05-10 18:48:01.347|1649576516538|Severe risk
4398046511495|POS|false|2020-05-13 16:17:21.168|1665223510540|Low risk
4398046511973|MAC|false|2020-05-14 07:42:16.057|1603358251638|Severe risk
4398046511594|QRCode|false|2020-05-14 12:20:03.104|1614477577932|Moderate risk
4398046511987|QRCode|false|2020-05-14 23:35:27.178|1666108615727|Minimal risk
4398046511511|NFC|false|2020-05-15 06:30:25.269|1654444409580|Very high risk
4398046511695|QRCode|false|2020-05-15 17:19:01.46|1667747311662|Low risk
4398046511920|MAC|false|2020-05-17 05:49:05.137|1600392282684|Minimal risk
4398046511620|PHONE|false|2020-05-17 11:48:14.641|1609756205815|Severe risk
4398046511113|NFC|false|2020-05-20 00:28:00.802|1599421010176|Critical risk
4398046511419|IPv4|false|2020-05-20 13:00:13.927|1605973089629|Extreme risk
4398046511627|POS|false|2020-05-23 03:51:08.208|1636478695994|Low risk
4398046511229|NFC|false|2020-05-24 20:38:09.466|1604088653519|Low risk
4398046511120|PHONE|false|2020-05-26 14:39:11.141|1652190875226|Low risk
4398046511850|IPv6|false|2020-05-30 21:23:31.18|1657985113601|Very high risk
4398046511230|QRCode|false|2020-05-31 02:10:52.017|1656152232981|Critical risk
8796093022553|NFC|false|2020-06-01 02:24:29.809|1612436143737|Low risk
8796093022637|QRCode|false|2020-06-04 03:32:45.362|1599367231961|Critical risk
8796093022433|WIFI|false|2020-06-04 10:34:39.314|1605160500660|High risk
8796093022269|PHONE|false|2020-06-04 21:52:20.835|1617181757555|Minimal risk
8796093022881|POS|false|2020-06-06 06:01:46.79|1619216449228|Significant risk
8796093022422|IPv6|false|2020-06-06 07:28:16.345|1636918027729|Minimal risk
8796093023200|IPv6|false|2020-06-06 11:04:57.089|1638138295885|Extreme risk
8796093022407|NFC|false|2020-06-08 18:53:57.31|1606520178175|High risk
8796093022252|IPv4|false|2020-06-09 08:39:58.441|1634266138602|Low risk
8796093023113|IPv4|false|2020-06-10 16:38:22.78|1634140066280|Moderate risk
8796093022428|POS|false|2020-06-11 17:59:43.243|1628403017463|Very high risk
8796093023141|PHONE|false|2020-06-12 06:15:08.853|1628703300956|Moderate risk
8796093022373|PHONE|false|2020-06-12 19:31:14.873|1668604442057|Moderate risk
8796093022743|QRCode|false|2020-06-18 16:05:07.768|1663470362177|High risk
8796093022818|WIFI|false|2020-06-19 08:26:16.606|1650431207661|Significant risk
8796093023088|MAC|false|2020-06-22 09:56:45.173|1627947990891|Minimal risk
8796093022511|MAC|false|2020-06-25 02:25:22.172|1622081525309|Severe risk
8796093023038|ATM|false|2020-06-25 06:23:42.309|1610442645633|Significant risk
8796093023099|QRCode|false|2020-06-26 03:10:29.833|1623885032510|Significant risk
8796093022601|ATM|false|2020-06-26 06:05:41.437|1669777997694|Critical risk
8796093023114|QRCode|false|2020-06-27 11:31:18.75|1616185953019|Very high risk
8796093022421|RFID|false|2020-06-27 23:13:55.764|1665024156731|Severe risk
8796093022475|RFID|false|2020-06-28 13:15:36.13|1628861911349|Very high risk
8796093022291|ATM|true|2020-06-30 13:07:00.856|1672132567418|High risk
8796093022702|RFID|false|2020-07-01 04:55:09.663|1606622791062|Moderate risk
8796093022545|RFID|false|2020-07-01 20:05:39.639|1636710035873|Moderate risk
8796093022351|POS|false|2020-07-02 17:09:11.554|1614373689916|Significant risk
8796093022295|RFID|true|2020-07-03 17:34:20.518|1652726039452|High risk
8796093022504|NFC|true|2020-07-05 13:29:26.97|1657623961880|Significant risk
8796093022596|MAC|false|2020-07-05 15:06:55.122|1664073579778|High risk
8796093022494|PHONE|false|2020-07-09 01:58:26.628|1650427879857|Severe risk
8796093022807|RFID|false|2020-07-09 08:49:09.554|1650546867751|Very high risk
8796093023111|WIFI|false|2020-07-09 12:56:09.8|1604132664194|Critical risk
8796093022918|NFC|false|2020-07-15 07:01:32.133|1614596835345|Moderate risk
8796093022674|WIFI|false|2020-07-18 10:25:39.812|1650961742082|Extreme risk
8796093023084|MAC|false|2020-07-18 16:21:53.445|1645884378989|Critical risk
8796093022443|MAC|false|2020-07-19 10:23:38.59|1598054415018|Low risk
8796093022320|NFC|true|2020-07-20 13:48:03.367|1641133849942|Minimal risk
8796093022953|QRCode|false|2020-07-21 21:25:27.05|1648389013566|High risk
8796093022638|IPv6|false|2020-07-22 02:56:43.684|1672131419161|Severe risk
8796093022237|NFC|false|2020-07-22 04:43:23.789|1612838948969|Severe risk
8796093022597|IPv4|false|2020-07-22 18:55:22.745|1647588005610|Significant risk
8796093022978|ATM|false|2020-07-22 21:03:33.311|1655337702106|Critical risk
8796093022255|ATM|false|2020-07-23 22:21:07.297|1651042152319|Low risk
8796093022775|ATM|false|2020-07-25 16:43:52.815|1624493807849|Low risk
8796093022924|RFID|false|2020-07-27 10:33:36.79|1632695118453|Severe risk
8796093022379|IPv4|false|2020-07-27 22:46:24.477|1633863100274|Very high risk
8796093022411|ATM|false|2020-07-28 15:53:00.834|1622343177719|Severe risk
8796093023003|MAC|false|2020-07-29 12:30:57.529|1609100858609|Very high risk
8796093023145|IPv6|false|2020-08-03 21:48:35.603|1636880191673|High risk
8796093022363|PHONE|false|2020-08-05 10:35:20.205|1621540273311|Significant risk
8796093022281|IPv6|true|2020-08-05 22:49:01.411|1672068866923|Minimal risk
8796093022318|POS|false|2020-08-06 07:10:38.601|1651488484865|Significant risk
8796093023205|WIFI|false|2020-08-07 07:05:13.364|1619787107240|Moderate risk
8796093022541|WIFI|false|2020-08-07 07:14:52.097|1606949387052|Significant risk
8796093022271|IPv6|false|2020-08-07 23:46:21.13|1634961249765|Extreme risk
8796093022971|QRCode|false|2020-08-08 11:46:44.409|1635246653896|Low risk
8796093022677|QRCode|false|2020-08-09 06:14:26.753|1602320954889|Moderate risk
8796093023021|IPv4|false|2020-08-09 10:29:07.13|1639504504531|Low risk
8796093022747|POS|false|2020-08-12 09:19:42.974|1619202200325|Low risk
8796093023008|MAC|false|2020-08-12 11:41:38.026|1598111480090|Minimal risk
8796093023116|ATM|false|2020-08-14 11:19:02.182|1638277887779|Low risk
13194139533613|MAC|false|2020-08-16 02:14:31.534|1610833680595|Significant risk
13194139534049|WIFI|false|2020-08-16 18:14:51.637|1671979973983|Extreme risk
13194139534068|QRCode|false|2020-08-17 16:13:43.959|1640700278923|Minimal risk
13194139533410|ATM|false|2020-08-17 21:21:51.179|1622805551885|Critical risk
13194139533690|IPv4|false|2020-08-19 02:03:24.66|1615070468703|Severe risk
13194139533617|QRCode|false|2020-08-19 13:58:52.086|1624242646451|Low risk
13194139533550|IPv6|false|2020-08-21 05:11:25.311|1670208912863|Extreme risk
13194139533416|PHONE|true|2020-08-21 13:10:28.644|1635574150801|Extreme risk
13194139533875|POS|false|2020-08-22 06:33:59.071|1639660350731|Extreme risk
13194139534280|ATM|false|2020-08-22 19:15:31.943|1601689049192|Severe risk
13194139534235|IPv6|false|2020-08-23 12:08:06.174|1600240206753|Extreme risk
13194139534083|QRCode|false|2020-08-24 20:26:44.732|1631802167100|Critical risk
13194139533442|IPv6|false|2020-08-25 03:53:17.414|1616837075329|Severe risk
13194139533541|POS|false|2020-08-26 07:12:53.245|1615009201404|Extreme risk
13194139534214|WIFI|false|2020-08-26 14:53:11.491|1626082196953|Low risk
13194139533352|ATM|false|2020-08-26 18:04:52.187|1616112506946|Very high risk
13194139533530|QRCode|false|2020-08-28 10:42:23.65|1633298400266|High risk
13194139533798|RFID|false|2020-08-28 12:38:51.92|1633348961404|Critical risk
13194139533418|QRCode|false|2020-08-28 21:00:37.86|1663103176340|High risk
13194139533914|ATM|false|2020-08-29 03:03:13.391|1633555189490|Low risk
13194139533338|IPv6|false|2020-08-29 15:34:12.615|1601490651249|Moderate risk
13194139533824|PHONE|false|2020-08-29 19:09:58.337|1650976501346|Minimal risk
13194139533994|PHONE|false|2020-08-30 01:09:00.935|1613721073725|Very high risk
13194139534052|NFC|false|2020-08-30 10:15:42.319|1647884038322|Critical risk
13194139534293|ATM|false|2020-09-01 16:11:20.639|1607620513131|Low risk
13194139533876|MAC|false|2020-09-01 19:56:30.306|1638301286556|Severe risk
13194139533335|NFC|false|2020-09-02 22:46:05.768|1635409056288|High risk
13194139533406|ATM|false|2020-09-03 11:17:55.785|1669425891228|Severe risk
13194139533607|IPv4|false|2020-09-04 14:08:13.137|1613200158589|Extreme risk
13194139533810|MAC|false|2020-09-06 01:26:30.966|1646432545700|Moderate risk
13194139533901|PHONE|false|2020-09-06 14:58:01.479|1670214608353|Critical risk
13194139534208|PHONE|false|2020-09-07 02:40:29.231|1653615177695|Significant risk
13194139534136|ATM|false|2020-09-07 06:38:57.69|1600349518343|Minimal risk
13194139533749|NFC|false|2020-09-08 08:17:35.335|1633070543349|Very high risk
13194139533646|POS|false|2020-09-10 21:58:41.339|1601634882180|Very high risk
13194139533517|POS|true|2020-09-12 05:15:10.974|1603979316437|Very high risk
13194139533870|POS|true|2020-09-14 11:54:42.41|1647716448875|Critical risk
13194139533760|ATM|false|2020-09-16 00:02:37.635|1651726661745|Critical risk
13194139533953|IPv6|false|2020-09-17 03:06:26.865|1650829239431|Significant risk
13194139533344|ATM|false|2020-09-17 15:40:58.846|1625650704763|Extreme risk
13194139533661|MAC|false|2020-09-22 12:01:05.57|1619146972679|Very high risk
13194139534291|WIFI|false|2020-09-24 15:13:38.058|1640040107652|Minimal risk
13194139533681|WIFI|false|2020-09-24 15:22:58.887|1614492608531|Extreme risk
13194139534275|WIFI|false|2020-09-24 19:35:29.728|1648686938289|High risk
13194139533562|IPv6|false|2020-09-24 21:31:26.521|1669526128671|Severe risk
13194139533734|QRCode|false|2020-09-25 21:00:13.674|1655263255570|Severe risk
13194139533862|NFC|false|2020-09-28 04:53:30.542|1644891382226|Minimal risk
13194139533776|POS|false|2020-09-30 00:13:55.599|1612275546605|Minimal risk
13194139533850|MAC|false|2020-09-30 19:25:27.952|1609451971866|Very high risk
13194139533486|MAC|false|2020-10-01 11:48:42.859|1649194414292|Moderate risk
13194139533492|QRCode|false|2020-10-03 09:02:09.563|1619998475898|High risk
13194139533390|ATM|false|2020-10-04 13:28:45.725|1667143462828|Severe risk
13194139533662|ATM|false|2020-10-05 09:15:26.795|1656329628062|Critical risk
13194139534254|QRCode|false|2020-10-05 14:03:01.892|1614821288476|Minimal risk
13194139533470|POS|false|2020-10-05 17:28:29.315|1664010169362|Minimal risk
13194139533642|IPv6|true|2020-10-09 11:14:40.22|1670933301790|Critical risk
13194139533417|IPv4|false|2020-10-10 00:25:14.503|1622755188331|Extreme risk
13194139533447|IPv4|false|2020-10-10 08:43:12.572|1610843906787|Extreme risk
13194139533745|RFID|false|2020-10-10 15:31:48.524|1621718705107|Very high risk
13194139533738|QRCode|false|2020-10-10 17:02:55.462|1615682672580|Significant risk
13194139533913|QRCode|false|2020-10-11 15:59:07.323|1615656892994|Moderate risk
13194139534108|NFC|false|2020-10-12 02:20:16.79|1653159240621|Significant risk
13194139533513|RFID|false|2020-10-12 18:01:49.21|1604883711524|Critical risk
13194139533902|RFID|false|2020-10-15 19:47:20.282|1608873186200|High risk
13194139534175|POS|false|2020-10-16 10:36:57.881|1653994409431|Low risk
13194139533346|RFID|false|2020-10-16 16:44:52.396|1616234677612|Moderate risk
13194139534035|IPv4|false|2020-10-17 14:42:11.026|1631484647609|High risk
13194139534122|IPv6|false|2020-10-18 12:24:21.989|1639913178615|Minimal risk
13194139533757|IPv4|false|2020-10-20 02:02:27.641|1639019361471|Very high risk
13194139534054|IPv4|true|2020-10-20 19:52:44.804|1631635588245|Severe risk
13194139533315|IPv4|false|2020-10-21 03:52:26.654|1661451268007|Severe risk
13194139533832|PHONE|false|2020-10-22 03:05:21.848|1653932086875|Minimal risk
13194139534061|PHONE|false|2020-10-22 10:24:33.377|1668160702082|Severe risk
13194139534295|IPv6|false|2020-10-22 14:26:24.235|1652707991708|High risk
13194139533639|WIFI|false|2020-10-24 06:59:25.304|1622777016773|Very high risk
13194139533589|WIFI|false|2020-10-26 03:34:59.449|1630137725794|Significant risk
13194139533997|NFC|false|2020-10-27 17:24:56.791|1635773960419|Extreme risk
13194139533434|NFC|false|2020-10-28 08:44:21.553|1643882502209|Severe risk
17592186045040|RFID|false|2020-10-31 00:16:47.013|1609481171011|Significant risk
17592186044782|RFID|false|2020-11-02 15:20:54.718|1659006481466|Low risk
17592186045243|NFC|false|2020-11-03 12:08:19.797|1624903668282|Significant risk
17592186044527|WIFI|false|2020-11-03 21:57:41.08|1664969949178|Critical risk
17592186044582|QRCode|false|2020-11-04 03:33:07.316|1612069895039|Moderate risk
17592186045301|NFC|true|2020-11-05 08:06:31.396|1630982079832|Moderate risk
17592186045277|PHONE|false|2020-11-05 12:33:14.652|1623017947558|Extreme risk
17592186044579|MAC|false|2020-11-06 05:45:00.851|1658903048370|Very high risk
17592186044828|IPv6|false|2020-11-06 08:37:18.075|1635343357875|Critical risk
17592186045117|ATM|false|2020-11-07 16:19:13.059|1634377534116|Significant risk
17592186044421|POS|false|2020-11-07 19:08:51.664|1606079207344|Significant risk
17592186044950|IPv4|false|2020-11-08 11:50:25.945|1641593280988|Very high risk
17592186044476|RFID|false|2020-11-08 17:57:26.434|1605578616922|Significant risk
17592186044443|IPv6|false|2020-11-09 02:34:29.764|1638589847552|Critical risk
17592186044837|IPv4|false|2020-11-09 08:23:52.097|1627180573430|Significant risk
17592186044525|NFC|false|2020-11-09 11:23:53.102|1636521963423|Minimal risk
17592186044879|QRCode|false|2020-11-09 17:41:11.206|1611111056706|Critical risk
17592186044929|WIFI|false|2020-11-10 09:15:46.471|1669859927124|High risk
17592186044457|WIFI|false|2020-11-12 12:16:57.952|1612024395829|High risk
17592186045085|RFID|true|2020-11-12 14:21:09.155|1642686686231|Critical risk
17592186045154|WIFI|false|2020-11-14 04:45:27.249|1672012931407|Critical risk
17592186044622|IPv6|false|2020-11-14 14:41:53.633|1643055413672|High risk
17592186044796|WIFI|false|2020-11-17 00:47:36.396|1610489640789|Critical risk
17592186045326|QRCode|false|2020-11-18 10:30:50.582|1655097544054|Low risk
17592186044868|ATM|true|2020-11-23 02:11:28.137|1658741448263|Critical risk
17592186044778|ATM|false|2020-11-23 21:03:33.672|1651186275988|Severe risk
17592186045255|IPv4|false|2020-11-23 21:50:23.147|1607558859065|Minimal risk
17592186044449|PHONE|false|2020-11-27 14:04:24.688|1624492926721|Minimal risk
17592186045131|IPv4|false|2020-11-27 23:23:43.602|1631875761801|Minimal risk
17592186044920|IPv6|false|2020-11-28 07:17:55.18|1630686056425|Severe risk
17592186045113|ATM|false|2020-11-29 04:20:07.246|1617616615634|Severe risk
17592186045332|NFC|false|2020-11-30 00:59:59.761|1650039510364|Significant risk
17592186045354|ATM|false|2020-12-02 01:03:49.431|1608670325557|Minimal risk
17592186044776|NFC|false|2020-12-02 02:05:40.791|1648557083900|High risk
17592186044701|IPv4|false|2020-12-02 11:34:21.528|1626186274974|Minimal risk
17592186044786|IPv4|false|2020-12-04 01:21:28.097|1645159403374|Very high risk
17592186044720|IPv6|true|2020-12-04 16:16:40.163|1657575675674|Moderate risk
17592186045258|PHONE|true|2020-12-06 17:27:19.18|1608515676474|High risk
17592186044610|QRCode|false|2020-12-08 01:05:32.956|1634621379143|Low risk
17592186045410|IPv4|false|2020-12-08 01:41:11.062|1665003576593|Severe risk
17592186045333|NFC|false|2020-12-08 21:29:23.554|1661101923743|High risk
17592186045094|IPv6|false|2020-12-09 08:29:55.58|1643546248407|Extreme risk
17592186045359|QRCode|false|2020-12-12 06:53:39.596|1649013446051|Very high risk
17592186044576|MAC|false|2020-12-15 23:45:57.234|1620505043605|Critical risk
17592186044471|IPv6|false|2020-12-16 09:57:49.58|1636452483237|Minimal risk
17592186044437|RFID|false|2020-12-17 16:22:43.761|1617189742577|Very high risk
17592186044834|WIFI|false|2020-12-21 15:58:34.71|1650397455532|Minimal risk
17592186045366|NFC|false|2020-12-22 00:21:07.371|1640804862864|Severe risk
17592186045008|ATM|false|2020-12-23 08:18:09.05|1615492628579|Very high risk
17592186045037|WIFI|false|2020-12-24 05:47:18.67|1662972412457|Significant risk
17592186045254|IPv6|false|2020-12-25 17:33:03.136|1631035436007|Low risk
17592186044987|RFID|false|2020-12-26 03:24:51.137|1644126035793|Significant risk
17592186045269|ATM|false|2020-12-27 03:43:27.334|1659872154590|Extreme risk
17592186045016|POS|false|2020-12-30 17:30:31.118|1665297137131|Minimal risk
17592186045125|QRCode|false|2020-12-30 22:31:08.252|1646460384124|High risk
17592186045217|ATM|false|2021-01-03 07:45:24.774|1646005080659|Critical risk
17592186044819|PHONE|false|2021-01-04 05:33:22.427|1666001200659|Extreme risk
17592186045305|IPv4|false|2021-01-06 18:24:46.489|1615249457616|Moderate risk
17592186045069|IPv4|false|2021-01-07 22:04:43.932|1612549492722|High risk
17592186044592|QRCode|false|2021-01-09 07:01:23.141|1659514158923|Extreme risk
17592186044956|PHONE|false|2021-01-10 02:40:30.944|1670759278289|Moderate risk
17592186045314|MAC|false|2021-01-11 00:59:17.204|1634021980326|Low risk
17592186044465|WIFI|false|2021-01-12 05:03:04.046|1626130081212|Low risk
21990232556375|IPv6|false|2021-01-14 01:22:31.525|1636666095790|Moderate risk
21990232555790|PHONE|false|2021-01-15 10:26:03.595|1659617698853|Critical risk
21990232556101|MAC|false|2021-01-15 12:41:07.867|1649314294185|Significant risk
21990232555538|ATM|false|2021-01-15 17:34:52.837|1640198125414|Critical risk
21990232556452|ATM|false|2021-01-16 05:17:31.023|1618758324157|Minimal risk
21990232555799|RFID|false|2021-01-18 13:10:23.478|1625520429087|Moderate risk
21990232556281|RFID|false|2021-01-19 02:43:37.527|1627297336505|Very high risk
21990232555574|IPv4|false|2021-01-21 00:21:12.362|1661867171789|Very high risk
21990232556287|PHONE|false|2021-01-22 00:31:54.163|1649762162982|Extreme risk
21990232555905|NFC|false|2021-01-22 18:26:50.944|1652503018884|Minimal risk
21990232556342|QRCode|false|2021-01-23 05:02:55.778|1665998141161|Very high risk
21990232555606|IPv4|false|2021-01-23 19:24:03.357|1618511203193|Moderate risk
21990232556275|IPv6|false|2021-01-24 12:27:21.741|1636814127355|Moderate risk
21990232556076|IPv4|false|2021-01-26 11:13:08.588|1629446113239|Very high risk
21990232555671|NFC|false|2021-01-26 16:55:09.558|1628226345365|Very high risk
21990232556345|IPv4|false|2021-01-26 20:21:58.013|1666885132606|High risk
21990232556064|MAC|false|2021-01-27 03:38:49.527|1653929624508|Moderate risk
21990232555970|RFID|false|2021-01-27 11:47:56.852|1663977832285|Significant risk
21990232556007|IPv4|false|2021-01-29 08:34:24.188|1637835477059|Very high risk
21990232556203|POS|false|2021-02-01 06:33:54.997|1649562838765|Minimal risk
21990232556171|QRCode|false|2021-02-03 03:40:33.136|1624213031558|Very high risk
21990232556323|RFID|false|2021-02-04 08:43:25.347|1671224342342|Low risk
21990232556433|NFC|false|2021-02-05 17:59:42.273|1664448989646|Extreme risk
21990232555807|NFC|false|2021-02-06 22:34:51.123|1668287573343|Moderate risk
21990232556402|IPv6|true|2021-02-08 12:22:20.685|1640082141112|High risk
21990232555912|MAC|false|2021-02-10 09:58:59.861|1667307482825|High risk
