accountId|loanId|amount|createTime
109775240917156585|91479367430963656|1360957.41|2021-06-23 12:19:37.014
131730289100587374|107241966126760161|27131320.57|2021-06-23 21:12:00.037
124693414682821102|108930815987024185|19450006.15|2021-06-26 04:49:13.807
109775240917156585|91479367430963656|5664080.07|2021-06-28 12:17:36.211
4733846158319812635|4721179784367833109|205000.97|2021-06-29 03:00:58.687
4681491812651631567|4755238256549823072|944953.81|2021-06-29 12:52:19.611
104708691336364238|142426338215592051|38026767.27|2021-07-02 10:01:13.67
56294995342131494|60798594969501870|4226803.74|2021-07-03 09:57:43.155
103864266406232854|124130464729399790|13389921.35|2021-07-10 00:22:21.839
4752704981759427556|4656159064747672175|2246028.4|2021-07-16 06:04:30.94
4679521487814657374|4737223858040341334|475008.03|2021-07-27 21:13:34.08
4749890231992320716|4749045807062188469|52099444.1|2021-07-31 11:10:30.329
4768186105478513291|4710765210229539235|259256.4|2021-07-31 20:39:54.292
4721742734321254459|4766497255618248755|63105005.41|2021-08-01 14:11:41.384
4706261610602169223|4738912707900604972|53014932.61|2021-08-08 11:50:41.19
164099911422312480|143552238122434576|1500864.98|2021-08-13 14:10:01.325
4768186105478513291|4769874955338776994|191491.77|2021-08-17 22:14:30.509
4724557484088361370|4711328160182960419|59994230.13|2021-08-18 16:01:59.97
62205969853055109|152559437377175632|6713600.23|2021-08-20 13:03:05.482
4687121312185844640|4755238256549823041|1735078.86|2021-08-21 11:41:46.301
106960491150049500|114841790497947769|4383914.6|2021-08-25 18:10:06.07
4751579081852585600|4684306562418738149|12990349.28|2021-08-26 11:11:31.567
4764245455804564552|4763682505851142819|25171590.25|2021-08-28 22:22:42.447
133419138960850960|131167339147165703|24862.41|2021-08-29 21:33:39.387
4762556605944300026|4772689705105883476|10897293.73|2021-08-31 19:17:51.483
4777193304733253994|4777474779709964549|16606101.52|2021-09-01 04:20:36.639
4667136588839387145|4750453181945741316|250168.52|2021-09-03 12:17:42.814
78531518502273229|45035996273705071|558980.28|2021-09-07 01:43:47.02
4779445104546938971|4700069161114533966|16547747.78|2021-09-08 16:09:07.242
4687121312185845452|4780008054500361242|1730.68|2021-09-14 14:33:14.94
162411061562049342|152277962400465411|670608.85|2021-09-15 15:29:28.191
4687121312185845452|4780008054500361242|817.91|2021-09-17 08:46:25.905
4712454060089803328|4783948704174309764|1884110.94|2021-09-19 13:52:03.763
4679521487814657374|4737223858040341334|802572.83|2021-09-23 00:20:56.877
4673047563350312168|4654188739910697745|34404569.66|2021-09-23 01:14:14.152
4740320082784157703|4767341680548380675|27290982.64|2021-09-23 20:08:17.347
136233888727957784|170010885933236390|8910902.14|2021-09-23 23:59:29.873
4780289529477072283|4729624033669153653|161335.75|2021-09-24 14:19:30.77
4718365034600727466|4778600679616807496|88509.7|2021-09-26 01:07:01.527
4760867756084036511|4703446860835062334|154972.12|2021-09-27 10:31:57.866
4783948704174309468|4776348879803121745|42064185.09|2021-09-28 01:06:15.373
4709076360369276410|4782259854314046369|39735.25|2021-09-29 01:32:59.361
4628855992006738013|4758334481293639762|2841836.08|2021-09-29 08:36:56.419
4706261610602169223|4738912707900604972|21394163.38|2021-09-30 19:34:04.438
4644055640749114719|4737223858040341334|279240.11|2021-10-01 13:51:15.93
4664040364095570531|4737786807993762195|4972723.99|2021-10-02 13:53:39.785
78531518502273229|45035996273705071|5968814.27|2021-10-03 04:03:37.763
4783948704174309468|4724276009111650383|32110522.73|2021-10-04 09:43:36.474
4764245455804563826|4712735535066513677|16954657.58|2021-10-07 03:12:58.076
4712454060089803328|4723994534134940037|165078.43|2021-10-08 02:10:25.713
4752704981759427556|4741445982691000944|1754767.96|2021-10-08 16:31:58.587
4686276887255711760|4781696904360624145|32460797.11|2021-10-09 04:02:21.115
62205969853055109|152559437377175632|10081105.71|2021-10-10 23:07:48.72
141581913285460768|156781562027835893|11338435.72|2021-10-11 09:42:43.514
4714987334880199507|4720335359437701636|10797.1|2021-10-12 09:40:52.279
164662861375734142|130604389193744622|190117.31|2021-10-12 10:25:27.212
121597189939004153|90634942500831702|14355879.67|2021-10-14 00:09:13.123
4718365034600727466|4785637554034573897|5762252.39|2021-10-15 18:58:22.615
133982088914272263|36310271995674626|270265.31|2021-10-16 10:26:12.783
4751016131899162860|4785919029011284145|22982635.77|2021-10-17 09:46:13.151
4753830881666269192|4750453181945741316|16342059.72|2021-10-17 21:05:44.932
162411061562049342|152277962400465411|4869949.79|2021-10-19 09:30:32.688
131448814123876944|155655662120993139|292653.23|2021-10-20 11:23:54.88
171418260816789596|36310271995674689|42105.6|2021-10-20 14:17:11.105
106960491150049500|80220368362537080|18816187.71|2021-10-20 23:19:17.675
4745105157388239975|4736097958133498558|59317822.91|2021-10-21 15:40:02.651
4774941504919568432|4775222979896279082|5988974.86|2021-10-22 07:05:56.369
4700350636091245930|4675299363163997016|1156811.36|2021-10-24 09:04:23.99
4721742734321254459|4768467580455223344|32041.45|2021-10-28 21:44:05.56
4721742734321254459|4780852479430492209|1420778.41|2021-10-29 19:02:49.685
146366987889541586|172262685746921768|949247.34|2021-10-30 18:26:18.596
4779445104546938971|4789296728731811917|2578764.07|2021-11-01 03:31:23.627
4721742734321254459|4780852479430492209|331817.81|2021-11-03 05:37:02.058
175077435514028744|157907461934678459|2356760.01|2021-11-03 17:16:22.845
4703728335811772514|4759460381200482394|18383055.38|2021-11-03 18:03:06.767
4768186105478513291|4710765210229539235|80837.14|2021-11-04 22:00:22.685
4675580838140707611|4799992777846817247|3483592.8|2021-11-07 00:27:05.534
162411061562049342|139048638495064578|58967537.92|2021-11-07 05:13:23.682
168884986026393634|143552238122434576|26809711.79|2021-11-07 12:34:49.77
4709076360369276410|4782259854314046369|4386891.68|2021-11-08 17:21:11.292
4625196817309500703|4794081803335893814|716214.23|2021-11-09 01:44:10.421
4789296728731812594|4784793129104441799|687221.0|2021-11-09 03:17:52.849
4674173463257154804|4662070039258596121|49221334.02|2021-11-12 01:16:26.077
4768186105478513291|4777193304733254049|4496783.45|2021-11-12 06:23:37.831
4741164507714290715|4713017010043224709|11054112.76|2021-11-13 02:25:29.344
4752704981759427556|4741445982691000944|297833.65|2021-11-15 22:42:07.067
4733846158319812635|4721179784367833109|23974708.78|2021-11-16 13:30:22.091
4675580838140707611|4712454060089803230|1978727.46|2021-11-16 23:48:09.159
4695847036463875613|4742853357574554555|29186897.53|2021-11-17 08:16:35.582
4764245455804564916|4653344314980565892|73619.87|2021-11-17 15:37:19.1
92886742314516825|106960491150049485|10989659.24|2021-11-17 22:46:04.145
4787326403894837907|4688810162046108071|10867064.96|2021-11-18 22:26:25.685
4737505333017052634|4710765210229539731|2561080.63|2021-11-19 00:57:58.833
4771282330222330222|4792674428452339975|13007.91|2021-11-19 22:32:32.475
162129586585338190|154248287237439683|614045.74|2021-11-20 23:42:00.904
4673047563350312168|4654188739910697745|1094972.99|2021-11-21 19:58:14.254
4752704981759427556|4741445982691000944|380245.52|2021-11-23 03:04:04.244
4713579959996645756|4640396466051875090|3926779.77|2021-11-23 04:27:41.25
4709076360369276410|4785356079057863587|151256.39|2021-11-24 13:15:27.487
176766285374292049|174514485560606776|336724.6|2021-11-25 03:53:45.188
4735253533203366089|4792955903429050528|5275955.23|2021-11-26 05:04:14.939
4787326403894837907|4688810162046108071|1870330.49|2021-11-26 20:13:44.909
188306759419429099|174233010583896192|77338245.74|2021-11-28 01:30:30.74
136233888727957784|140174538401906852|1697570.98|2021-11-29 00:04:42.796
176766285374292049|174514485560606776|4665.96|2021-11-29 03:12:23.384
4789296728731812594|4797740978033131974|547198.12|2021-11-29 04:05:44.895
4712454060089803328|4783948704174309764|412527.79|2021-11-30 07:56:11.606
171418260816789596|82190693199511616|13401115.48|2021-12-01 16:08:06.261
4779445104546938971|4789296728731811917|3132465.68|2021-12-02 08:40:07.871
171418260816789596|82190693199511616|24422.2|2021-12-03 02:16:19.733
4781978379337335417|4805340802404319642|5608258.5|2021-12-03 03:35:49.873
4706261610602169223|4797178028079710761|192518.19|2021-12-03 15:47:15.894
146366987889541586|121315714962293031|575580.33|2021-12-04 11:34:57.276
99079191802151292|151996487423754476|57765603.08|2021-12-04 17:23:01.525
4804777852450899602|4773534130036016128|819620.94|2021-12-05 06:55:40.864
4789296728731812594|4797740978033131974|257720.16|2021-12-06 12:22:39.682
4674173463257153549|4775785929849700365|45808414.95|2021-12-07 00:02:46.551
4738068282970473711|4746512532271792918|15905646.85|2021-12-07 10:53:10.426
47287796087390269|23080948090273828|929566.01|2021-12-07 23:27:30.562
157907461934678575|190277084256403809|1184977.88|2021-12-09 12:23:15.388
118500965195186443|142144863238881438|15584464.25|2021-12-10 14:36:04.507
4725964858971915986|4717520609670595621|7066062.22|2021-12-10 19:42:32.687
189995609279693038|191402984163246212|9578530.54|2021-12-11 12:12:33.819
121597189939004153|156781562027835861|49328155.68|2021-12-12 08:23:28.101
164662861375734142|134545038867693805|14306287.83|2021-12-13 03:03:38.906
4779163629570228373|4770156430315487356|345853.6|2021-12-13 09:37:53.875
78531518502273229|147211412819673200|27773437.8|2021-12-13 19:25:47.233
163818436445601898|164099911422312517|133180.89|2021-12-14 11:28:48.857
4789296728731812594|4784793129104441799|45166251.95|2021-12-15 09:51:17.811
4755519731526533134|4753267931712847888|39982205.23|2021-12-17 19:13:02.432
193373309000221064|200128708441276667|347866.0|2021-12-19 01:50:32.573
4673047563350312168|4654188739910697745|17192993.54|2021-12-21 08:03:28.735
4788452303801681311|4721461259344544632|201748.4|2021-12-22 22:34:42.385
4703728335811772514|4701476535998087259|31293337.54|2021-12-25 03:39:52.201
176766285374292049|174514485560606776|2535090.81|2021-12-25 17:40:58.052
47287796087390269|23080948090273828|1803739.38|2021-12-25 23:03:06.836
56294995342131494|60798594969501870|13373.74|2021-12-26 03:13:13.973
193373309000221064|144115188075856122|10439383.29|2021-12-26 06:38:09.5
4776630354779833924|4684025087442027461|15823168.48|2021-12-26 09:18:41.509
4812940626775507177|4785919029011284145|2608588.54|2021-12-26 11:48:27.432
171699735793500874|176766285374292412|8039.28|2021-12-27 00:01:04.455
190840034209824772|36310271995674626|6791172.25|2021-12-29 12:26:48.661
171699735793500874|157907461934678459|4144233.03|2021-12-30 16:04:45.647
131448814123876944|184366109745480050|19914032.56|2021-12-31 13:16:16.066
131448814123876944|155655662120993139|3217800.42|2022-01-01 01:34:23.085
4673047563350312168|4742290407621133072|9247322.86|2022-01-01 19:33:55.699
171418260816789596|36310271995674689|233694.18|2022-01-02 02:16:11.394
69242844270821492|90353467524120648|709841.14|2022-01-02 04:52:11.442
131448814123876944|155655662120993139|1871403.19|2022-01-05 07:17:05.981
4788452303801681311|4721461259344544632|3269210.42|2022-01-06 15:04:36.425
4712454060089803328|4783948704174309764|21564860.37|2022-01-07 00:08:23.027
118500965195186443|142144863238881438|5572386.96|2022-01-07 21:14:46.363
90353467524121172|203506408161804662|26616452.61|2022-01-08 05:16:04.134
4774660029942858165|4752142031806005553|39837546.9|2022-01-08 15:02:00.061
4760867756084036511|4703446860835062334|1528703.0|2022-01-09 16:32:57.492
4752704981759427556|4741445982691000944|20985983.51|2022-01-11 05:56:45.835
4772971180082594242|4786200503987994937|5492741.18|2022-01-11 20:04:25.259
201536083324829736|176484810397581336|10732403.45|2022-01-12 11:15:28.57
4804777852450899602|4670514288559916031|47693872.75|2022-01-12 15:33:59.889
4773534130036015819|4816318326496035254|1102136.39|2022-01-13 11:30:01.453
4783948704174310179|4819414551239852514|2628698.61|2022-01-13 12:22:35.237
4789859678685234800|4733283208366392279|27483950.38|2022-01-13 20:55:47.018
4779445104546938971|4700069161114533966|14866038.79|2022-01-14 03:54:01.084
4816318326496036557|4746794007248503835|6008128.08|2022-01-14 20:32:39.408
4819977501193274479|4712735535066514112|36285.98|2022-01-15 07:43:04.632
4674173463257154804|4733283208366392088|1913964.58|2022-01-17 02:11:10.44
141581913285460439|40813871623045419|837605.88|2022-01-17 08:21:25.856
4754393831619692255|4803089002590635051|1458890.77|2022-01-19 19:03:39.467
4683462137488605278|4776348879803121745|39800466.94|2022-01-22 06:37:14.654
4777193304733253994|4818570126309720324|115853.06|2022-01-22 13:58:10.191
4721742734321254459|4780852479430492209|811302.17|2022-01-24 02:36:00.554
4817725701379588150|4798303927986552875|8811166.54|2022-01-24 07:41:55.696
69242844270821492|90353467524120648|130040.91|2022-01-24 14:50:31.012
4737505333017052634|4784793129104442260|1196701.42|2022-01-24 15:49:50.288
4779445104546939854|4821947826030248542|7581071.65|2022-01-24 22:12:35.113
46161896180548330|141300438308749773|1513724.81|2022-01-26 12:59:16.922
208010007789175283|148900262679937341|33580.91|2022-01-27 02:22:58.234
193373309000221064|144115188075856122|168744.24|2022-01-27 09:21:26.469
4727372233855468797|4823918150867223327|44596263.31|2022-01-27 12:34:41.531
4821947826030249295|4756927106410087251|17226814.13|2022-01-28 08:16:27.984
201536083324830252|142989288169013602|440168.67|2022-01-28 09:33:52.396
175358910490739401|198158383604302266|198639.66|2022-01-28 20:57:10.428
141581913285460768|196188058767327734|23519052.6|2022-01-28 21:11:00.03
4648840715353195760|4746512532271792918|41012459.67|2022-01-29 17:42:20.911
4671921663443468288|4820540451146694656|6090425.71|2022-01-29 23:04:26.342
4779445104546938971|4789296728731811917|27651.52|2022-01-30 08:32:39.774
4765934305664827832|4795770653196157236|4158306.87|2022-01-30 23:44:36.521
4774660029942858165|4752142031806005553|275560.01|2022-02-02 06:45:41.249
162411061562049342|139048638495064578|16933172.52|2022-02-02 07:41:12.98
203506408161804937|116812115334922646|13051986.35|2022-02-02 10:09:04.91
152277962400465201|140456013378617524|972113.51|2022-02-02 14:31:15.764
212795082393256215|186336434582454432|22381249.82|2022-02-03 08:51:16.688
4821103401100117093|4739194182877315770|3341552.0|2022-02-03 11:14:07.507
4772408230129173636|4814629476635771596|35016646.81|2022-02-03 13:07:23.943
4816318326496036557|4738349757947184157|38719065.77|2022-02-03 17:00:29.347
203506408161804937|55732045388710292|2690347.31|2022-02-04 22:57:55.409
4772408230129173636|4793518853382472398|2886746.6|2022-02-04 23:46:10.335
4825044050774066592|4737505333017052027|18706376.27|2022-02-05 01:22:48.41
4737505333017052634|4821384876076827541|28902043.81|2022-02-05 05:38:06.286
169166461003104877|159596311794942343|30340321.07|2022-02-05 23:07:39.574
4760867756084036511|4703446860835062334|565335.55|2022-02-06 09:44:30.936
4811533251891955161|4821384876076827541|66155719.85|2022-02-06 14:34:09.356
4714142909950067055|4792674428452339975|2226260.32|2022-02-07 11:16:18.07
4673610513303732271|4758897431247061033|1231187.82|2022-02-08 18:53:27.714
4826169950680909446|4811251776915244013|28068603.04|2022-02-09 03:19:06.787
69242844270821492|90353467524120648|237853.87|2022-02-09 14:51:33.843
193373309000221064|144115188075856122|2041500.9|2022-02-09 23:27:13.778
4673047563350312168|4654188739910697745|838493.86|2022-02-10 08:39:25.045
4718365034600727466|4785637554034573897|501309.46|2022-02-10 13:02:34.035
4783948704174309468|4724276009111650383|22264450.38|2022-02-11 10:33:33.552
4754393831619692255|4803089002590635051|40207677.37|2022-02-12 00:51:31.479
4695565561487164334|4733846158319813199|12299639.52|2022-02-12 13:33:21.844
75716768735167094|128352589380059534|1671518.66|2022-02-13 17:49:49.18
4758897431247061729|4816881276449456577|2131642.53|2022-02-13 21:41:11.191
176766285374292049|171136785840078903|974622.04|2022-02-14 01:16:39.22
4779726579523649651|4784230179151020134|9835616.18|2022-02-14 03:37:16.233
212795082393256215|186336434582454432|4249512.6|2022-02-14 11:57:50.031
4768186105478513291|4710765210229539235|403018.8|2022-02-14 15:48:08.37
4718365034600727466|4778600679616807496|4766954.59|2022-02-14 20:39:31.994
124693414682821102|108930815987024185|6397103.15|2022-02-15 04:24:35.864
4755801206503244845|4710765210229539473|72402209.41|2022-02-15 12:33:32.703
4804214902497476734|4821947826030248048|33617608.28|2022-02-16 05:41:54.812
4712454060089803328|4802244577660502403|4979768.9|2022-02-16 17:43:24.43
4811533251891955161|4710765210229539731|8713069.75|2022-02-16 20:40:00.648
4808718502124847446|4721461259344543994|1080621.28|2022-02-17 00:19:19.164
121597189939004153|185773484629033431|1711962.82|2022-02-17 01:12:51.624
201536083324830252|190277084256403809|188712.26|2022-02-17 05:11:47.518
131448814123876944|155655662120993139|5413021.87|2022-02-18 05:05:15.736
203506408161804937|111745565754130837|23862363.92|2022-02-18 16:04:45.871
169166461003104877|159596311794942343|12152689.09|2022-02-19 00:22:24.473
4714705859903489232|4762838080921010942|956121.39|2022-02-19 03:29:15.119
4751579081852585600|4827295850587751396|20274580.2|2022-02-19 08:17:46.158
123567514775978465|192810359046799666|29866946.71|2022-02-19 10:09:44.665
75716768735167094|179018085187977612|25854070.21|2022-02-20 00:08:43.9
4762556605944300026|4772689705105883476|7954952.05|2022-02-20 05:53:17.762
106960491150049500|114841790497947769|8352695.72|2022-02-20 16:39:25.271
219831956811022436|189151184349560898|892516.62|2022-02-21 12:17:17.164
4764245455804564552|4763682505851142819|27980651.38|2022-02-21 19:54:31.117
4691061961859793080|4806748177287872660|1355340.38|2022-02-22 01:52:40.187
4808718502124847446|4721461259344543994|1680727.07|2022-02-23 03:17:48.296
4714142909950067631|4693313761673478734|137927.5|2022-02-23 14:37:07.511
4764245455804564552|4763682505851142819|26812048.44|2022-02-25 04:04:44.152
40532396646334920|218143106950758689|29909574.35|2022-02-25 08:41:35.353
4796333603149579172|4817725701379588676|16619686.53|2022-02-25 09:18:44.347
4825325525750776525|4816318326496035254|46833043.27|2022-02-26 20:44:36.854
4779445104546939854|4821947826030248542|1103003.53|2022-02-27 11:00:17.263
162411061562049342|152277962400465411|1021788.09|2022-02-27 17:50:35.514
4786200503987995377|4821103401100116421|767100.13|2022-02-28 02:53:14.285
4821103401100117093|4739194182877315770|5792933.72|2022-02-28 03:01:35.329
4818288651333009528|4814910951612481643|2742680.07|2022-02-28 13:41:51.533
194217733930352784|150589112540201044|100284.69|2022-02-28 19:19:21.694
168884986026393634|208854432719306769|12571274.44|2022-03-01 04:31:53.977
4800555727800238154|4798585402963263551|27801714.99|2022-03-01 18:48:21.139
217580156997337660|151996487423754598|3126441.72|2022-03-01 23:41:51.58
104708691336364238|217861631974047858|8562145.51|2022-03-02 00:49:13.265
139893063425196086|211669182486413345|642762.22|2022-03-02 11:04:35.623
4768186105478513291|4777193304733254049|58926332.02|2022-03-02 11:54:04.332
163818436445601898|164099911422312517|32485288.63|2022-03-02 20:45:23.314
4817162751426167523|4780571004453781951|1996206.42|2022-03-02 21:15:25.923
4786200503987995377|4821103401100116421|36196364.22|2022-03-04 00:01:37.668
4786200503987995377|4821103401100116421|2867882.73|2022-03-04 08:01:36.001
4712172585113092179|4688528687069397066|7522962.49|2022-03-04 10:06:54.036
201536083324829736|176484810397581336|137602.58|2022-03-04 22:49:43.719
4787607878871549307|4727372233855468382|2154581.86|2022-03-06 16:12:51.238
4718365034600727466|4785637554034573897|1110835.04|2022-03-06 17:05:52.054
139893063425196086|211669182486413345|7927539.93|2022-03-07 02:58:17.508
4819977501193274479|4712735535066514112|81946042.0|2022-03-07 08:13:14.416
4779445104546939854|4755238256549823072|432185.1|2022-03-07 21:27:06.265
175077435514028744|157907461934678459|6233725.46|2022-03-08 04:26:03.58
4788452303801681311|4755238256549823354|443972.51|2022-03-08 10:18:01.635
4809844402031690093|4777474779709964549|15608892.97|2022-03-09 20:37:49.378
4786200503987995377|4821103401100116421|1933775.27|2022-03-10 15:38:00.99
4696128511440585500|4781696904360624604|4297844.04|2022-03-10 18:58:23.571
177892185281135090|148618787703226684|7967370.51|2022-03-12 02:27:41.078
163818436445601898|164099911422312517|37978814.44|2022-03-12 03:39:33.044
4733846158319812635|4721179784367833109|17029639.19|2022-03-12 09:33:46.801
4823073725937090799|4816036851519324343|179636.21|2022-03-12 16:27:18.211
200973133371408809|119908340078739726|3640961.88|2022-03-12 23:07:27.533
104708691336364238|217861631974047858|1199636.22|2022-03-14 01:31:02.674
225179981368524853|191402984163246110|28717121.97|2022-03-14 14:28:25.972
4811533251891953970|4802807527613923559|15311962.2|2022-03-14 14:56:12.148
4773534130036015819|4790422628638654903|50917600.13|2022-03-14 16:07:24.883
133419138960850960|131167339147165703|18852.82|2022-03-15 06:54:32.549
4737505333017052032|4806466702311162408|1846117.75|2022-03-15 10:46:56.597
217861631974048554|210824757556281852|1304890.08|2022-03-17 13:03:41.468
4675580838140707611|4831236500261700061|8828431.89|2022-03-17 18:01:46.699
106960491150049575|121597189939003568|19706336.53|2022-03-17 22:15:37.656
4789296728731812594|4784793129104441799|5385955.04|2022-03-17 22:47:52.976
4820540451146695568|4798866877939974707|271028.99|2022-03-17 23:50:20.706
4709076360369276410|4822792250960380834|9578954.53|2022-03-18 06:23:14.523
4721742734321254459|4768467580455223344|27634450.44|2022-03-19 14:49:48.16
4764245455804563826|4814066526682349834|12022103.32|2022-03-19 15:20:48.038
4800555727800238725|4823918150867222942|3824301.58|2022-03-19 18:16:05.527
121597189939004153|156781562027835861|4786037.63|2022-03-19 20:34:22.248
4752704981759427556|4741445982691000944|1825047.74|2022-03-21 01:31:50.752
4675580838140707611|4799992777846817247|26769268.0|2022-03-21 15:57:27.007
4804777852450899602|4773534130036016128|5001521.44|2022-03-21 19:05:27.636
4721742734321254459|4766497255618248755|1873774.63|2022-03-22 02:05:04.548
166070236259287276|174233010583896192|2429059.84|2022-03-22 03:45:58.831
4747356957201925447|4836021574865781579|8946311.15|2022-03-23 00:39:10.388
4825044050774065580|4784793129104441641|23015044.59|2022-03-23 07:51:42.422
104708691336364238|142426338215592051|3372434.38|2022-03-23 10:10:03.835
4819977501193274479|4712735535066514112|1885454.09|2022-03-23 13:05:13.634
136233888727957784|175921860444160165|1639661.8|2022-03-23 15:19:44.77
131448814123876944|184366109745480050|1680616.66|2022-03-23 19:33:27.261
4703728335811772514|4724557484088361048|14483233.52|2022-03-24 16:51:40.982
190558559233114186|212513607416545329|6387303.67|2022-03-25 15:19:53.788
4773534130036016861|4714142909950067754|683139.55|2022-03-25 19:17:43.506
217580156997337660|151996487423754598|1489076.3|2022-03-25 23:07:57.363
197032483697459683|153966812260729137|21528263.46|2022-03-26 02:26:34.265
203506408161804937|116812115334922646|1145312.08|2022-03-26 05:51:40.94
4729342558692443350|4738068282970473216|14364432.82|2022-03-26 16:13:26.947
4755519731526533134|4753267931712847888|7042668.8|2022-03-26 19:44:35.856
220676381741155135|150026162586780165|46280585.89|2022-03-27 06:37:28.677
162692536538759272|164099911422312517|11988122.82|2022-03-27 08:50:56.252
4625196817309500703|4794081803335893814|2014704.8|2022-03-27 16:22:31.161
4703728335811772514|4759460381200482394|5268.74|2022-03-27 19:02:10.986
4739475657854026245|4839399274586308959|2321394.3|2022-03-27 22:35:04.006
4833769775052096738|4772971180082594570|51286643.96|2022-03-27 22:54:41.436
4783948704174309468|4724276009111650383|1694819.24|2022-03-28 13:14:34.786
4789296728731812594|4784793129104441799|10925146.71|2022-03-29 00:37:38.337
4828703225471304551|4718365034600727057|12125116.5|2022-03-29 08:36:29.705
59672695062659546|129197014310191405|28663092.11|2022-03-29 10:41:09.253
59672695062659546|129197014310191405|18755229.26|2022-03-29 13:54:58.556
4703728335811772683|4807029652264583367|15404704.12|2022-03-29 17:28:14.698
4773534130036015819|4816318326496035254|48571.02|2022-03-30 01:41:58.113
141581913285460768|181832834955084279|2502837.43|2022-03-31 08:00:00.395
121597189939004153|185773484629033431|1925883.63|2022-03-31 14:15:45.65
175077435514028744|157907461934678459|5970268.0|2022-03-31 14:44:02.386
4811533251891953970|4802807527613923559|24902518.76|2022-03-31 16:38:45.975
4706261610602169223|4738912707900604972|28295047.45|2022-03-31 22:38:40.756
162692536538759272|207447057835753540|21119411.96|2022-04-01 04:39:58.652
4825325525750775903|4826169950680907862|41633951.19|2022-04-01 07:07:45.685
172825635700343512|221802281647997382|4901367.44|2022-04-01 07:45:45.349
4783667229197599805|4689091637022818971|7498861.9|2022-04-01 19:23:28.822
212795082393256215|186336434582454432|9811867.59|2022-04-01 23:14:36.722
4833769775052096435|4729342558692442706|9821829.96|2022-04-02 07:03:22.716
146366987889541586|172262685746921768|4572620.35|2022-04-02 14:23:56.361
4816599801472747186|4680928862698210320|21137898.33|2022-04-02 17:32:35.166
4834051250028806456|4784793129104441580|46959268.99|2022-04-03 02:38:42.754
4721742734321254459|4768467580455223344|6321099.46|2022-04-03 03:32:29.996
4714705859903489232|4762838080921010942|10250072.96|2022-04-04 02:53:16.979
4781696904360624977|4839680749563019781|59440529.68|2022-04-05 05:15:59.552
4840525174493152909|4673047563350311928|283645.46|2022-04-05 16:28:19.561
4803651952544055659|4818570126309720324|485502.41|2022-04-06 13:48:49.114
4739475657854026245|4839399274586308959|5803417.52|2022-04-06 18:45:12.676
4841651074399995531|4816036851519325170|17276780.92|2022-04-07 05:09:13.033
4818570126309721675|4755801206503244743|289825.72|2022-04-07 14:04:17.749
162411061562049342|139048638495064578|34005802.55|2022-04-07 19:42:58.631
167196136166129991|229120631042474173|6724394.78|2022-04-07 23:34:18.601
4743697782504685898|4817725701379588340|14850495.62|2022-04-08 04:20:12.621
4718365034600727466|4785637554034573897|126542.71|2022-04-08 07:24:01.447
4828140275517883818|4841088124446573443|13996059.56|2022-04-09 06:53:01.72
162411061562049342|152277962400465411|3513684.8|2022-04-10 01:41:08.061
4807592602218005014|4801681627707081068|25114474.88|2022-04-10 05:43:03.531
4764245455804564552|4844184349190390436|11295403.37|2022-04-10 17:21:01.029
177610710304424261|227713256158920890|21139574.08|2022-04-10 18:29:56.335
69242844270821492|90353467524120648|1731434.63|2022-04-10 21:33:42.632
4837428949749334135|4765371355711406186|136198.22|2022-04-11 07:38:02.026
