loanId|loanAmount|balance|createTime|loanUsage|interestRate
4776348879803121700|2890389.0|2890389.0|2021-08-09 05:50:19.428|debt consolidation|0.097
164662861375733760|25643920.0|25643920.0|2021-08-09 10:31:40.278|other|0.061
4776911829756543842|14692215.0|14692215.0|2021-08-11 00:32:54.595|weddings|0.094
4777193304733254049|87437840.0|87437840.0|2021-08-12 00:27:54.373|other|0.073
4777474779709964973|54775182.0|54775182.0|2021-08-12 13:33:42.529|medical expenses|0.085
4777474779709964549|60793042.0|60793042.0|2021-08-13 07:41:02.505|investing|0.025
4778037729663385656|3914428.0|3914428.0|2021-08-14 21:37:22.315|weddings|0.001
4778600679616807496|21243486.0|21243486.0|2021-08-16 22:34:16.969|other|0.01
4778882154593517628|95319891.0|95319891.0|2021-08-18 10:41:43.988|medical expenses|0.008
167759086119551247|32229187.0|32229187.0|2021-08-19 13:48:20.008|business ventures|0.027
4779445104546939115|59647484.0|59647484.0|2021-08-19 22:36:31.972|major purchases|0.059
4780008054500361242|52588898.0|52588898.0|2021-08-22 06:39:33.721|funerals|0.068
168603511049683093|14127047.0|14127047.0|2021-08-23 07:29:46.914|medical expenses|0.082
4780571004453781951|43797824.0|43797824.0|2021-08-23 13:55:16.649|medical expenses|0.057
4780571004453782510|49180899.0|49180899.0|2021-08-24 03:53:59.136|vacations|0.09
4780852479430492209|48574433.0|48574433.0|2021-08-25 10:47:36.832|business ventures|0.096
169447935979815394|39148558.0|39148558.0|2021-08-26 03:01:05.296|investing|0.003
169447935979815435|73187883.0|73187883.0|2021-08-26 12:39:15.042|investing|0.09
170010885933236390|76089822.0|76089822.0|2021-08-27 20:42:59.522|business ventures|0.081
4781696904360624145|51499090.0|51499090.0|2021-08-28 02:43:25.867|funerals|0.064
4781696904360624604|18535616.0|18535616.0|2021-08-28 05:04:09.07|renovations|0.052
4781696904360624628|73012607.0|73012607.0|2021-08-28 12:34:23.209|vacations|0.054
4781978379337335492|3670310.0|3670310.0|2021-08-28 16:22:53.237|investing|0.099
4782259854314046369|8956222.0|8956222.0|2021-08-29 22:03:44.801|weddings|0.094
171136785840078903|3461848.0|3461848.0|2021-09-01 08:25:57.971|medical expenses|0.02
171981210770211061|9449652.0|9449652.0|2021-09-03 14:14:15.365|other|0.026
4783667229197598735|16657575.0|16657575.0|2021-09-04 06:21:44.047|other|0.091
172262685746921768|14066627.0|14066627.0|2021-09-04 22:27:22.452|education|0.094
4783948704174310090|94903347.0|94903347.0|2021-09-05 01:17:00.093|education|0.007
4783948704174309764|39363013.0|39363013.0|2021-09-05 02:30:18.415|weddings|0.073
4784230179151020607|3170726.0|3170726.0|2021-09-05 14:14:41.394|medical expenses|0.039
172544160723632419|88500247.0|88500247.0|2021-09-05 16:31:09.614|vacations|0.041
4784230179151020134|69203634.0|69203634.0|2021-09-06 00:04:18.462|education|0.039
4784511654127730874|22530683.0|22530683.0|2021-09-07 11:05:40.949|business ventures|0.014
4784793129104441799|93006051.0|93006051.0|2021-09-07 18:27:12.537|vacations|0.038
4784793129104441641|75859178.0|75859178.0|2021-09-08 05:51:59.528|funerals|0.005
4784793129104441580|97177295.0|97177295.0|2021-09-08 06:26:00.071|other|0.074
173107110677053579|3464800.0|3464800.0|2021-09-08 10:25:41.99|debt consolidation|0.016
4784793129104442260|9079971.0|9079971.0|2021-09-08 12:17:01.09|renovations|0.062
4785074604081152215|97323153.0|97323153.0|2021-09-08 14:13:24.907|medical expenses|0.056
4785356079057863587|20411191.0|20411191.0|2021-09-10 02:46:59.249|major purchases|0.05
4785637554034573897|8355861.0|8355861.0|2021-09-11 03:40:04.131|medical expenses|0.009
4785919029011284145|77483155.0|77483155.0|2021-09-11 19:34:52.075|debt consolidation|0.017
174233010583896192|90688702.0|90688702.0|2021-09-12 13:32:08.079|weddings|0.092
174514485560606776|3914428.0|3914428.0|2021-09-12 16:41:17.97|weddings|0.001
4786200503987994937|37651186.0|37651186.0|2021-09-12 20:52:40.252|other|0.089
4786481978964706067|13517910.0|13517910.0|2021-09-13 19:30:13.372|renovations|0.024
174795960537317505|44436129.0|44436129.0|2021-09-14 02:02:19.648|debt consolidation|0.073
4787044928918126896|96646329.0|96646329.0|2021-09-16 12:07:20.49|funerals|0.083
175921860444160165|43718011.0|43718011.0|2021-09-17 23:23:47.313|debt consolidation|0.031
4787607878871548535|91025323.0|91025323.0|2021-09-18 03:05:01.182|debt consolidation|0.052
176203335420871012|56873359.0|56873359.0|2021-09-18 14:15:35.078|investing|0.05
176484810397581336|29605865.0|29605865.0|2021-09-19 19:41:21.932|business ventures|0.074
4788170828824969714|11438101.0|11438101.0|2021-09-20 05:17:07.785|debt consolidation|0.046
176766285374292412|88432571.0|88432571.0|2021-09-21 01:05:28.237|medical expenses|0.073
177329235327713549|85970377.0|85970377.0|2021-09-23 04:09:56.388|renovations|0.081
4789296728731811917|19164131.0|19164131.0|2021-09-24 01:33:01.987|funerals|0.055
177892185281134819|25982806.0|25982806.0|2021-09-25 04:21:09.144|other|0.013
4789859678685233661|70638118.0|70638118.0|2021-09-26 06:02:42.714|medical expenses|0.07
4790422628638654903|61865240.0|61865240.0|2021-09-28 00:00:18.887|other|0.09
