investorId|companyId|ratio|createTime
393|2199023255833|0.07238823792192639|2021-06-18 04:08:20.459
6597069766871|5497558139265|0.11702891437137738|2021-06-20 02:02:13.484
4398046511157|5497558138929|0.18992482631833268|2021-06-23 22:36:09.468
1099511627847|7696581394670|0.046809165541489436|2021-06-28 00:44:33.901
4398046511157|3298534883699|0.03927765016661831|2021-07-01 10:59:03.637
3298534883628|4398046511137|0.25516098129451825|2021-07-01 16:58:42.079
3298534883451|5497558138895|0.4018997596569164|2021-07-06 19:53:38.169
5497558139133|5497558139120|0.1523550683491576|2021-07-09 22:39:12.449
3298534883658|2199023255720|0.20627279572706886|2021-07-10 04:59:45.178
4398046511142|4398046511125|0.14467514891822475|2021-07-15 14:03:52.544
5497558139133|1099511628098|0.21040976320841798|2021-07-20 12:35:57.862
393|5497558139103|0.012042508097157168|2021-07-20 21:48:57.269
6597069767004|2199023255724|0.11121775529061212|2021-07-26 07:26:33.475
7696581394436|342|0.13212230892744997|2021-07-31 02:10:39.458
5497558139265|6597069766723|0.004277877297671032|2021-07-31 19:07:16.351
5497558139243|5497558139103|0.07659844784717697|2021-08-01 00:15:49.16
4398046511164|5497558139103|0.1601792585371733|2021-08-02 07:49:31.04
6597069766845|6597069767004|0.09286438818508688|2021-08-02 15:00:57.752
2199023255944|2199023255941|0.13538544373242892|2021-08-04 12:15:11.61
5497558139102|1099511628000|0.23125920112424464|2021-08-04 21:36:30.061
4398046511113|1099511628148|0.36567696426394947|2021-08-06 11:59:27.533
2199023255701|7696581394454|0.16124456430456666|2021-08-06 19:20:11.861
5497558139096|393|0.14008894748898937|2021-08-14 02:53:13.632
3298534883597|1099511628070|0.0048892580654730814|2021-08-14 09:08:43.209
4398046511142|7696581394469|0.2304181575168758|2021-08-29 04:36:25.86
1099511627835|7696581394549|0.044075530421488845|2021-08-31 18:32:13.612
2199023255836|3298534883722|0.29877263800732773|2021-09-04 04:31:35.335
7696581394454|5497558139265|0.08212780891414968|2021-09-04 08:17:55.125
1099511627889|6597069766871|0.13443324272326324|2021-09-07 19:21:45.667
3298534883429|2199023255637|0.18611123069390154|2021-09-12 06:38:21.723
6597069766890|354|0.202829708792336|2021-09-15 19:05:26.926
7696581394829|353|0.20420918982113948|2021-09-16 15:40:44.696
3298534883722|1099511627831|0.1036202714138404|2021-09-17 12:08:49.94
5497558139265|6597069766832|0.039998493782386284|2021-09-17 18:33:53.354
100|4398046511183|0.3974718943591109|2021-09-19 22:07:27.21
7696581394653|2199023255630|0.2863144667146896|2021-09-21 19:00:10.289
5497558139261|3298534883597|0.1805674134682325|2021-09-24 11:20:37.37
4398046511451|6597069766809|0.09803086730933211|2021-09-25 22:58:03.486
5497558139133|7696581394748|0.16118742368499486|2021-09-26 12:36:46.065
2199023255940|8796093022581|0.17908834310130137|2021-09-29 18:26:53.716
23|1099511627777|0.14284000015515863|2021-10-05 12:59:09.05
8796093022240|43|0.19897178937384835|2021-10-08 11:23:02.332
8796093022235|365|0.15508218045574879|2021-10-11 12:45:06.017
6597069766929|5497558139226|0.11943188653278233|2021-10-18 04:06:48.411
1099511627887|4398046511456|0.11483606247407159|2021-10-20 01:06:52.001
1099511627942|6597069766826|0.218870814247072|2021-10-21 22:58:33.15
5497558139226|7696581394653|0.025676950772928954|2021-10-23 13:29:14.382
3298534883452|1099511627834|0.25458389700563455|2021-10-26 18:27:11.185
3298534883628|3298534883537|0.27816343757797113|2021-10-28 21:47:37.102
8796093022564|6597069766983|0.03232522154499982|2021-10-29 16:46:47.559
4398046511495|5497558138885|0.2584816233506856|2021-10-30 14:53:12.288
8796093022534|2199023255568|0.09385964755306932|2021-11-02 08:35:41.488
4398046511210|8796093022211|0.06791830406047522|2021-11-04 21:22:56.973
3298534883369|8796093022581|0.1992140484706933|2021-11-07 17:53:28.179
7696581394815|1099511627889|0.09484607474218605|2021-11-09 13:53:19.984
2199023255836|2199023255777|0.14799876933797876|2021-11-10 18:11:19.127
8796093022294|5497558138890|0.15154856448150825|2021-11-10 19:18:02.842
6597069766681|5497558139265|0.06009282069113268|2021-11-13 19:53:18.079
7696581394831|8796093022240|0.35418663720002974|2021-11-16 19:35:56.111
4398046511113|2199023255711|0.027397403138668154|2021-11-19 13:28:07.93
3298534883592|8796093022277|0.41155369674916087|2021-11-20 04:39:38.693
5497558139243|2199023255833|0.1613696723464013|2021-11-20 06:47:48.761
2199023255649|5497558139179|0.20708966990499367|2021-11-24 17:20:32.067
2199023255630|8796093022532|0.3199121940961251|2021-11-25 02:30:51.939
6597069767042|8796093022564|0.14676842978119253|2021-11-27 19:47:06.836
1099511627789|6597069766847|0.3232933637269209|2021-11-29 21:53:19.493
6597069766845|3298534883369|0.056603530104270924|2021-12-01 20:58:20.402
4398046511337|7696581394560|0.09504691077597839|2021-12-02 17:34:43.796
2199023255578|2199023255702|0.1579343135678381|2021-12-04 22:27:07.209
8796093022480|8796093022227|0.2466347909169958|2021-12-05 07:13:44.138
6597069766871|4398046511482|0.07667577025527172|2021-12-07 00:31:53.183
1099511627947|7696581394819|0.00999463898137771|2021-12-08 20:04:00.262
1099511627828|4398046511111|0.27217139544033686|2021-12-13 22:10:52.096
6597069766788|7696581394807|0.07007982549412746|2021-12-14 18:19:49.281
9895604650238|6597069767042|0.02345274692003248|2021-12-18 09:44:51.853
5497558139186|7696581394664|0.10404217851647957|2021-12-18 16:09:46.229
9895604650231|353|0.12277383592440662|2021-12-20 13:24:06.717
8796093022510|6597069766755|0.04101391096166339|2021-12-20 19:58:07.948
4398046511495|5497558138890|0.21307014694394646|2021-12-22 06:54:33.118
9895604650059|2199023255568|0.1540450293128208|2021-12-22 12:36:50.446
6597069766788|3298534883658|0.1697747020503532|2021-12-23 05:02:21.409
9895604650238|1099511627838|0.20082280574646785|2021-12-24 06:36:00.791
2199023255848|2199023255948|0.29079744398058627|2021-12-24 12:28:09.674
1099511628148|2199023255724|0.43696237900640983|2021-12-24 14:00:07.112
4398046511456|9895604650324|0.10097954162527592|2021-12-24 21:25:24.726
3298534883436|4398046511164|0.0979076884796504|2021-12-25 23:40:36.541
4398046511142|6597069766747|0.008833980748911013|2021-12-26 00:32:48.107
5497558138969|4398046511142|0.35539085041313784|2021-12-27 13:38:07.961
314|8796093022248|0.11222365620833044|2021-12-31 12:41:57.78
3298534883628|4398046511113|0.324968345388971|2022-01-03 04:42:14.275
7696581394653|4398046511433|0.17539003617506443|2022-01-04 04:40:28.897
3298534883658|6597069766723|0.06916125426653198|2022-01-07 02:19:53.38
9895604650105|336|0.016480711532607214|2022-01-07 07:28:23.994
3298534883597|4398046511482|0.08840282318277497|2022-01-07 13:34:41.051
3298534883699|1099511627838|0.1602179737541867|2022-01-08 11:44:47.924
3298534883698|1099511627777|0.39778330905119524|2022-01-08 12:07:05.343
8796093022248|2199023255701|0.20679547809161383|2022-01-08 14:06:48.353
5497558139028|4398046511337|0.07853909699308205|2022-01-09 08:39:40.596
2199023255848|8796093022419|0.059797260821420783|2022-01-09 22:06:30.599
5497558139102|7696581394631|0.10874793553989168|2022-01-10 16:17:57.23
6597069767042|354|0.0071436278793126935|2022-01-13 10:41:16.615
4398046511194|1099511628050|0.11322763928347841|2022-01-17 18:31:23.389
9895604650186|5497558139243|0.044369635905187624|2022-01-18 00:40:12.254
8796093022339|1099511627835|0.17802501296557|2022-01-19 09:38:49.131
8796093022370|8796093022211|0.10494018428695016|2022-01-22 22:05:03.701
3298534883629|3298534883369|0.10428049796534028|2022-01-27 17:56:07.134
9895604650159|3298534883628|0.19485781854470546|2022-01-28 23:47:06.317
4398046511249|2199023255701|0.22421472597530787|2022-01-29 09:38:37.476
6597069766845|3298534883391|0.07833884327670708|2022-01-31 00:17:43.135
3298534883405|9895604650366|0.14436426724689402|2022-02-01 03:01:02.946
7696581394664|2199023255649|0.07760086347545309|2022-02-03 21:43:36.724
9895604650272|7696581394807|0.29700980929320375|2022-02-04 01:27:32.069
1099511627856|2199023255711|0.15643024622219204|2022-02-04 21:35:12.603
5497558139109|257|0.058150228860968885|2022-02-04 21:48:55.471
9895604650066|6597069766847|0.1973073532320353|2022-02-05 07:23:15.566
8796093022339|23|0.1622270205390681|2022-02-05 12:44:13.636
4398046511142|5497558139261|0.5773750820768621|2022-02-06 07:03:50.176
7696581394622|2199023255848|0.09586412139055306|2022-02-08 05:09:42.663
10995116277957|1099511627835|0.10104672221273849|2022-02-08 07:42:00.363
10995116278012|1099511627831|0.061358964767857176|2022-02-08 14:19:11.881
3298534883673|7696581394807|0.16095268142750735|2022-02-09 12:38:12.908
4398046511451|2199023255912|0.07207754863483166|2022-02-10 12:47:49.095
8796093022240|8796093022227|0.23917571133190504|2022-02-12 08:14:36.675
5497558138895|8796093022510|0.09191369356170916|2022-02-12 18:29:39.511
2199023255588|10995116278134|0.15356684327335263|2022-02-13 14:11:31.839
7696581394436|2199023255702|0.1064041302499329|2022-02-13 19:31:01.237
2199023255759|2199023255759|0.3212813118045926|2022-02-15 00:45:09.901
3298534883436|344|0.17069789055261136|2022-02-15 01:52:18.669
3298534883645|4398046511210|0.19402972444628439|2022-02-15 16:36:43.916
9895604650059|9895604650015|0.09038536809425296|2022-02-17 23:30:19.83
1099511628070|6597069766983|0.1659000237242485|2022-02-21 07:51:58.16
6597069766947|8796093022466|0.03474364491681158|2022-02-23 18:55:03.971
1099511627918|9895604650015|0.08156270779430445|2022-02-25 06:32:12.228
3298534883429|4398046511285|0.055935319675324356|2022-02-25 15:23:38.48
8796093022466|7696581394829|0.07718007347152932|2022-02-26 00:21:17.302
3298534883451|8796093022227|0.2543794154244401|2022-02-27 16:23:12.861
2199023255566|10995116277939|0.07152033845892863|2022-02-28 05:04:13.855
9895604650238|8796093022572|0.16738549525665736|2022-02-28 08:50:20.962
8796093022480|314|0.06831825731503548|2022-02-28 20:51:15.711
3298534883699|4398046511194|0.01383328295051846|2022-03-01 12:06:27.292
3298534883474|8796093022276|0.16941354217419133|2022-03-01 17:11:49.958
5497558139129|3298534883629|0.23691014147825848|2022-03-01 17:38:52.571
9895604650159|336|0.08764993415594527|2022-03-01 22:40:37.322
8796093022598|2199023255568|0.07290076551934917|2022-03-04 02:37:51.646
10995116277790|2199023255912|0.2022838188388932|2022-03-05 00:52:21.782
351|8796093022240|0.1538166788950521|2022-03-05 09:59:16.412
8796093022577|6597069766788|0.17747890880936532|2022-03-06 06:39:54.583
8796093022534|8796093022419|0.19025375323101004|2022-03-06 14:13:00.978
10995116277957|5497558139096|0.1103826826009035|2022-03-07 05:26:06.892
2199023255912|7696581394454|0.04474020454322246|2022-03-08 06:00:00.185
354|7696581394565|0.23720271974107468|2022-03-09 02:58:19.24
10995116277768|6597069766832|0.07030022032529083|2022-03-09 06:15:24.543
2199023255862|5497558139129|0.26744081072759973|2022-03-11 16:31:20.461
2199023255637|10995116278109|0.09027569981768327|2022-03-11 20:22:55.09
2199023255588|1099511627887|0.11024391544269657|2022-03-12 00:03:25.517
2199023255833|8796093022598|0.0894872133672329|2022-03-13 08:35:02.561
1099511627838|9895604650231|0.37722152633806916|2022-03-13 10:44:25.479
4398046511433|2199023255936|0.1448301585887692|2022-03-13 15:10:29.96
1099511627828|43|0.12888725224213576|2022-03-15 19:06:39.821
4398046511399|5497558139109|0.15476227981848506|2022-03-16 22:24:21.26
5497558138969|1099511628006|0.2574112007353155|2022-03-20 06:35:10.581
7696581394469|6597069766871|0.024465627139542364|2022-03-20 18:33:20.751
3298534883537|180|0.39318647178694105|2022-03-23 13:29:38.729
9895604650180|4398046511399|0.19244338132363512|2022-03-23 14:56:30.62
4398046511164|9895604650066|0.11152879795381637|2022-03-24 02:21:35.942
4398046511122|3298534883597|0.11576950757695516|2022-03-25 00:20:47.844
1099511627789|9895604650302|0.1437791336541299|2022-03-25 18:24:56.299
4398046511122|6597069766902|0.2074582227374383|2022-03-26 01:09:39.465
10995116278134|4398046511111|0.21027199865307455|2022-03-26 05:47:27.054
4398046511456|354|0.17273189843483283|2022-03-26 19:54:16.198
9895604650151|7696581394572|0.007468580944389413|2022-03-27 23:50:35.35
7696581394549|10995116277885|0.014491282864063032|2022-03-28 08:39:22.991
4398046511183|7696581394479|0.07259071883117946|2022-03-29 13:20:57.154
8796093022248|9895604650082|0.03185130826275126|2022-03-31 04:27:26.925
8796093022320|5497558139103|0.08436847155097309|2022-04-01 16:56:58.917
1099511627856|7696581394664|0.07970181923080415|2022-04-01 18:50:29.117
8796093022242|4398046511371|0.08351550340371904|2022-04-02 14:40:17.508
6597069766819|4398046511456|0.46258434868148923|2022-04-03 14:13:25.367
10995116277847|3298534883393|0.1554858183293835|2022-04-04 07:33:37.199
5497558138885|9895604650066|0.20972163783101427|2022-04-05 02:38:15.971
8796093022564|10995116278119|0.12527713457037265|2022-04-05 10:32:21.826
5497558139002|4398046511285|0.10727148727226096|2022-04-05 13:08:47.972
1099511627969|10995116277790|0.17132809374165225|2022-04-05 16:49:33.002
1099511627947|1099511627995|0.3583069961158376|2022-04-06 13:36:36.15
5497558139129|8796093022473|0.08032434869793856|2022-04-09 14:54:58.691
5497558139226|9895604650136|0.19624049031857904|2022-04-09 20:28:05
8796093022419|8796093022381|0.2566509384336331|2022-04-10 03:55:35.426
7696581394664|1099511628050|0.19557178779240536|2022-04-10 12:03:50.989
8796093022277|3298534883658|0.10330657246079869|2022-04-12 19:28:21.004
10995116278134|3298534883370|0.15176861308928677|2022-04-13 08:04:36.827
3298534883369|1099511627918|0.3236698508208925|2022-04-16 05:10:09.863
64|10995116278005|0.145383838342147|2022-04-16 16:55:09.303
3298534883370|9895604650238|0.19036969209524712|2022-04-18 15:48:41.683
8796093022320|3298534883451|0.07572041054358818|2022-04-20 03:01:11.616
8796093022276|8796093022339|0.08694524733452322|2022-04-21 22:56:09.432
5497558139067|23|0.17203515959425636|2022-04-22 01:46:24.936
5497558139031|12094627905705|0.24943750916915705|2022-04-23 00:56:50.864
7696581394807|12094627905705|0.02695467248288979|2022-04-24 05:45:13.446
8796093022510|9895604650262|0.013393467763329763|2022-04-24 12:33:08.86
9895604650186|3298534883649|0.11522732920065121|2022-04-25 14:53:22.819
10995116278109|9895604650302|0.1829902508902475|2022-04-27 22:17:53.026
10995116278012|1099511627887|0.08861723447271183|2022-04-28 08:45:47.323
9895604650159|2199023255912|0.1298770121100425|2022-04-28 14:04:50.417
5497558139096|2199023255848|0.4675178549864447|2022-04-30 18:50:06.078
2199023255780|10995116277874|0.18665828107788845|2022-05-01 09:36:24.675
12094627905597|10995116277847|0.28773394316143025|2022-05-01 17:57:44.256
4398046511309|10995116277790|0.06373394309294887|2022-05-04 22:39:32.143
23|5497558138890|0.27705844634184634|2022-05-05 03:30:53.232
9895604650231|6597069766947|0.09864722918757762|2022-05-06 14:19:43.161
12094627905746|8796093022588|0.12475158458890695|2022-05-07 03:38:02.326
344|4398046511194|0.12900045655811665|2022-05-08 00:53:56.73
6597069766933|7696581394479|0.10958961203657733|2022-05-08 21:21:46.965
1099511627789|8796093022419|0.1589710214941445|2022-05-09 07:43:14.644
5497558139019|1099511627887|0.11078315606954944|2022-05-09 13:26:51.708
8796093022294|4398046511210|0.19965139935514478|2022-05-10 03:28:00.035
2199023255759|5497558139205|0.10409071384957978|2022-05-10 19:39:29.345
6597069766960|9895604650059|0.2640828319935536|2022-05-11 05:08:13.88
8796093022248|9895604650141|0.016937811939732695|2022-05-13 08:05:46.301
5497558139186|8796093022235|0.14478464787768736|2022-05-13 19:27:25.709
5497558139102|9895604650262|0.5092572613994357|2022-05-14 06:03:10.413
5497558139120|8796093022588|0.1019189132232597|2022-05-14 23:23:47.57
12094627905746|5497558139031|0.04973480565385814|2022-05-15 02:13:55.993
6597069766723|10995116278026|0.0166322048310947|2022-05-15 15:31:46.172
4398046511337|8796093022211|0.06824215965668966|2022-05-16 11:14:04.832
10995116277847|12094627905705|0.21245537398368317|2022-05-17 07:31:30.599
9895604650034|8796093022577|0.18312932040517907|2022-05-18 01:17:50.7
12094627905848|10995116278053|0.32459417702768395|2022-05-18 03:28:35.625
10995116277957|7696581394479|0.171971429273789|2022-05-18 09:31:41.253
7696581394565|9895604650034|0.12638400717331585|2022-05-19 04:12:30.671
9895604650262|9895604650271|0.1810202244633037|2022-05-19 21:40:22.893
6597069766755|1099511628006|0.06782601621467929|2022-05-19 22:00:13.37
8796093022381|12094627905851|0.17094987222545016|2022-05-21 11:27:06.865
4398046511219|9895604650136|0.15661109191718123|2022-05-22 05:05:00.93
6597069766819|4398046511241|0.19460554883778752|2022-05-22 13:07:27.866
2199023255737|8796093022294|0.1799198073030161|2022-05-23 17:35:18.284
4398046511309|353|0.10546428244390002|2022-05-24 08:10:46.413
10995116277856|2199023255687|0.1278461195582909|2022-05-25 02:34:24.905
2199023255597|6597069766845|0.09034751718309829|2022-05-25 07:44:37.013
5497558139243|10995116278069|0.40193046658243325|2022-05-26 14:56:18.477
3298534883592|5497558138929|0.06291068170200136|2022-05-29 02:41:13.955
9895604650262|6597069766819|0.06063959388498811|2022-05-30 19:04:24.713
8796093022370|12094627905692|0.15403433914852943|2022-05-31 07:00:04.603
7696581394819|2199023255568|0.008874772444477281|2022-05-31 15:54:22.469
8796093022439|7696581394560|0.04962138842168965|2022-05-31 17:34:30.335
1099511627835|9895604650255|0.2468879784108862|2022-06-01 14:07:11.153
3298534883436|8796093022211|0.018789432676522756|2022-06-06 17:34:27.207
6597069766864|6597069766845|0.09337032884327115|2022-06-07 02:15:55.852
5497558139226|5497558138929|0.047902134099974715|2022-06-07 08:05:48.774
10995116278053|2199023255710|0.08858606088209381|2022-06-07 13:23:54.64
7696581394469|12094627905597|0.10320735737444689|2022-06-07 22:51:31.834
5497558138890|10995116278012|0.15910371910831936|2022-06-07 23:04:31.361
1099511627828|5497558139031|0.13479287257192568|2022-06-09 20:37:50.904
9895604650272|7696581394552|0.2488414102231319|2022-06-12 08:53:09.053
8796093022564|1099511627856|0.009951775007553768|2022-06-13 17:55:53.989
2199023255950|2199023255630|0.23382777832487528|2022-06-14 10:39:27.506
1099511627831|5497558139019|0.33483126025593507|2022-06-14 16:05:03.631
10995116278052|6597069766723|0.04689626558160798|2022-06-14 19:35:45.335
5497558138969|2199023255737|0.189726249762691|2022-06-17 15:12:55.446
12094627905864|4398046511113|0.3200201110771648|2022-06-18 07:00:16.101
12094627905851|10995116278128|0.2800878097787692|2022-06-19 02:46:41.083
7696581394831|12094627905692|0.1907610528498735|2022-06-20 12:56:27.507
5497558139019|3298534883649|0.059755573012827724|2022-06-20 16:47:40.61
12094627905677|7696581394664|0.09832148807730345|2022-06-21 11:26:02.484
8796093022211|10995116278128|0.26527003550210465|2022-06-22 00:02:28.976
2199023255578|7696581394572|0.05412917406042843|2022-06-22 00:19:57.89
4398046511480|1099511627887|0.04678119550088912|2022-06-22 14:31:30.921
7696581394436|9895604650272|0.10816397019558864|2022-06-22 17:22:57.771
12094627905696|12094627905848|0.008535403677734758|2022-06-22 17:23:42.546
9895604650015|2199023255811|0.09894409443559267|2022-06-23 10:48:36.473
2199023255833|7696581394572|0.0678961523321999|2022-06-24 09:05:39.371
12094627905851|5497558139120|0.2561206872570166|2022-06-24 15:46:30.867
6597069766960|1099511627831|0.046720696381725824|2022-06-26 19:58:20.181
5497558139261|314|0.059301491762785326|2022-06-27 15:52:55.402
237|6597069766832|0.14676082393123968|2022-06-28 00:02:52.174
12094627905646|12094627905834|0.09962069843728992|2022-06-29 01:11:21.172
9895604650066|3298534883391|0.022023426518421627|2022-06-29 07:04:00.514
3298534883592|12094627905710|0.18708119380036145|2022-06-29 10:19:40.496
9895604650186|2199023255862|0.12275043903873523|2022-06-30 05:53:51.044
9895604650238|9895604650341|0.17753386318791287|2022-07-02 08:42:18.953
6597069766916|5497558139103|0.1803158000297945|2022-07-02 10:25:38.926
3298534883614|12094627905722|0.04599982419403628|2022-07-03 18:11:16.803
9895604650341|6597069766819|0.045888607763795865|2022-07-03 19:41:59.415
4398046511433|12094627905646|0.2229762393679291|2022-07-04 08:05:48.189
9895604650315|6597069766898|0.11592093478409038|2022-07-05 08:52:38.649
5497558139031|3298534883474|0.40005105515190104|2022-07-05 10:50:59.237
4398046511337|10995116278134|0.05021899319171798|2022-07-05 11:18:59.671
10995116277886|4398046511194|0.08726153937858692|2022-07-05 16:30:12.018
1099511627887|7696581394748|0.2578054469912656|2022-07-06 02:35:54.181
3298534883512|12094627905713|0.1470148351768567|2022-07-06 05:34:48.252
4398046511399|5497558139028|0.04491337962643306|2022-07-06 06:21:51.541
4398046511495|10995116277886|0.2696623833092268|2022-07-06 19:26:06.805
9895604650231|10995116277856|0.06517354976419669|2022-07-07 19:32:03.879
10995116277790|9895604650015|0.11201368822549251|2022-07-08 06:29:58.598
5497558139102|10995116278134|0.19012833545164665|2022-07-08 09:59:03.922
12094627905797|7696581394479|0.07481601538255664|2022-07-08 22:28:20.621
8796093022528|6597069766845|0.07946605275479343|2022-07-09 06:35:30.786
10995116277986|5497558139102|0.017785098562694446|2022-07-10 13:05:35.901
1099511627889|3298534883673|0.018023054647061453|2022-07-12 03:06:23.913
7696581394436|8796093022466|0.08141995687136629|2022-07-12 14:45:34.744
4398046511495|9895604650015|0.09467816412028143|2022-07-13 14:31:14.593
13194139533407|7696581394829|0.13654257987778928|2022-07-13 21:19:14.853
3298534883699|3298534883673|0.20167265874026666|2022-07-14 08:43:14.53
8796093022240|2199023255701|0.13544961644766199|2022-07-14 19:39:13.258
3298534883369|7696581394775|0.19424521210536555|2022-07-16 18:10:38.597
2199023255566|6597069766933|0.044372299677578865|2022-07-16 20:31:06.379
2199023255848|9895604650186|0.2580411165518368|2022-07-16 22:11:12.727
12094627905553|10995116278119|0.1950725346924681|2022-07-17 04:03:19.152
12094627905784|2199023255811|0.13482824924593978|2022-07-17 10:01:49.63
2199023255720|2199023255811|0.15048725374800326|2022-07-17 21:49:39.292
5497558139031|10995116278119|0.11232534127854259|2022-07-19 01:08:55.018
12094627905705|8796093022235|0.00228959538353279|2022-07-20 07:56:34.137
7696581394565|23|0.15252846296217087|2022-07-21 01:05:33.532
5497558139123|13194139533678|0.4004436311214049|2022-07-21 04:44:46.146
1099511627942|10995116277874|0.16985049496792934|2022-07-21 16:29:12.921
9895604650008|7696581394467|0.15846163772037258|2022-07-21 18:06:10.353
4398046511399|2199023255702|0.09182432382050984|2022-07-21 21:15:49.405
12094627905606|8796093022228|0.07103593003970649|2022-07-22 09:52:53.248
342|6597069766845|0.21168791633080647|2022-07-22 10:33:53.731
1099511628070|10995116277957|0.16135526389068836|2022-07-23 02:54:29.838
3298534883405|2199023255862|0.04778178443203219|2022-07-23 21:15:55.531
8796093022227|1099511628148|0.06704564269574725|2022-07-23 22:55:48.7
10995116278119|13194139533386|0.13795604263190298|2022-07-24 20:23:32.923
1099511627838|8796093022211|0.0923249067418801|2022-07-25 00:14:32.587
12094627905592|344|0.10607707825864883|2022-07-25 11:13:39.023
1099511627856|5497558139096|0.0007812032039685758|2022-07-26 19:55:21.74
3298534883673|12094627905655|0.4542668623303219|2022-07-27 20:04:56.428
2199023255702|13194139533597|0.11390427774281123|2022-07-28 15:34:06.748
7696581394539|1099511627831|0.07304983828175371|2022-07-29 20:05:24.61
2199023255944|4398046511495|0.41312750258145664|2022-07-31 06:13:49.837
3298534883429|7696581394565|0.005033690028794508|2022-07-31 23:10:38.017
10995116277925|9895604650281|0.2884259888789511|2022-08-01 17:05:29.669
2199023255912|3298534883592|0.3519842969895377|2022-08-03 05:24:52.782
8796093022466|9895604650105|0.13817571076586924|2022-08-03 07:56:30.923
13194139533430|7696581394631|0.026910254871815767|2022-08-03 17:48:43.46
12094627905818|6597069766850|0.08501775421262496|2022-08-03 21:43:25.07
7696581394819|1099511628098|0.22065794107104045|2022-08-05 17:56:37.532
5497558138969|12094627905818|0.07796172213546834|2022-08-05 18:17:10.138
6597069766832|7696581394819|0.1858430014614125|2022-08-05 21:04:42.373
