personId|loanId|createTime|org
4398046511553|4755238256549823072|2021-05-25 23:09:49.415|Upstart
6597069766895|4755519731526533452|2021-05-27 03:05:09.322|TD Bank
13194139533907|4755801206503244591|2021-05-27 13:45:20.312|Capital One
13194139534039|4755801206503244743|2021-05-28 04:58:18.033|BlueVine
6597069766722|4756082681479954537|2021-05-29 03:35:04.721|Discover
13194139534019|4756645631433376688|2021-05-30 21:24:15.316|RealtyMogul
4398046511731|4756927106410087251|2021-05-31 16:24:27.637|SunTrust
51|4758334481293639762|2021-06-05 11:45:16.578|Marcus by Goldman Sachs
2199023255585|4758334481293639735|2021-06-05 14:22:58.071|Chase Bank
2199023255955|4758897431247061529|2021-06-07 17:36:31.295|RealtyMogul
24|4758897431247061033|2021-06-08 04:20:03.731|Roofstock
8796093022482|4758897431247061382|2021-06-08 05:04:16.427|US Bank
2199023255607|4759460381200482394|2021-06-09 22:22:07.454|SoFi
8796093022225|4760023331153903643|2021-06-12 00:03:36.848|Chase Bank
8796093022778|4760304806130615045|2021-06-13 10:06:45.752|Prosper
13194139533486|4761430706037457150|2021-06-16 18:58:49.679|Peerform
13194139533817|4761712181014168233|2021-06-17 14:39:06.161|LightStream
6597069767219|4762838080921010942|2021-06-22 04:16:20.702|Discover
15393162789365|4763682505851142819|2021-06-25 03:10:58.119|OneMain Financial
8796093022370|4763963980827853039|2021-06-26 08:04:59.543|SunTrust
185|4764245455804563728|2021-06-26 17:33:18.238|Capital One
13194139534088|4764526930781275154|2021-06-27 21:20:36.583|Discover
13194139534019|4764808405757985710|2021-06-29 10:27:00.156|Fundbox
6597069766722|4765371355711406186|2021-06-30 17:17:53.898|LendingClub
8796093022236|4766497255618248755|2021-07-04 21:32:42.867|SoFi
13194139534056|4767060205571671001|2021-07-06 19:08:43.737|OneMain Financial
4|4767341680548380675|2021-07-07 14:33:20.88|SunTrust
8796093022236|4768467580455223344|2021-07-12 02:20:37.482|Chase Bank
13194139533780|4769312005385355896|2021-07-15 03:19:14.239|Discover
15393162788939|4769593480362066036|2021-07-16 02:46:38.481|Navy Federal Credit Union
6597069766957|4769874955338776994|2021-07-16 23:35:16.631|Peerform
15393162788943|4770156430315487356|2021-07-17 20:11:10.383|Earnest
10995116278510|4770719380268909542|2021-07-19 13:18:52.743|Marcus by Goldman Sachs
4398046511588|4771000855245619841|2021-07-20 21:49:02.895|PNC Bank
13194139533553|4772689705105883476|2021-07-26 16:03:51.582|Best Egg
6597069767229|4772971180082594570|2021-07-28 10:19:20.243|Chase Bank
4398046511865|4773534130036016128|2021-07-30 12:30:34.673|Fundbox
13194139533765|4774378554966147686|2021-08-01 15:29:58.821|Upstart
24|4775222979896279082|2021-08-04 17:39:27.255|LightStream
4398046511111|4775785929849700365|2021-08-06 15:30:06.19|LendingClub
51|4776348879803121745|2021-08-08 19:08:49.848|Wells Fargo
6597069766679|4776348879803121700|2021-08-09 05:50:19.428|Kabbage
646|4776911829756543842|2021-08-11 00:32:54.595|SunTrust
6597069766957|4777193304733254049|2021-08-12 00:27:54.373|LendingPoint
15393162789372|4777474779709964973|2021-08-12 13:33:42.529|Peerform
8796093022387|4777474779709964549|2021-08-13 07:41:02.505|Upgrade
2199023255585|4778037729663385656|2021-08-14 21:37:22.315|Marcus by Goldman Sachs
431|4778600679616807496|2021-08-16 22:34:16.969|Wells Fargo
2199023255589|4778882154593517628|2021-08-18 10:41:43.988|Prosper
15393162789021|4779445104546939115|2021-08-19 22:36:31.972|Patch of Land
4398046511890|4780008054500361242|2021-08-22 06:39:33.721|SunTrust
8796093022546|4780571004453781951|2021-08-23 13:55:16.649|Citibank
15393162789617|4780571004453782510|2021-08-24 03:53:59.136|Best Egg
8796093022236|4780852479430492209|2021-08-25 10:47:36.832|US Bank
2199023255560|4781696904360624145|2021-08-28 02:43:25.867|State Farm Bank
363|4781696904360624604|2021-08-28 05:04:09.07|PNC Bank
13194139533687|4781696904360624628|2021-08-28 12:34:23.209|LendingPoint
4398046511629|4781978379337335492|2021-08-28 16:22:53.237|Upstart
2199023256249|4782259854314046369|2021-08-29 22:03:44.801|OnDeck
4398046511111|4783667229197598735|2021-09-04 06:21:44.047|Best Egg
8796093022737|4783948704174310090|2021-09-05 01:17:00.093|LendingClub
8796093022479|4783948704174309764|2021-09-05 02:30:18.415|American Express
6597069767083|4784230179151020607|2021-09-05 14:14:41.394|Upstart
6597069766721|4784230179151020134|2021-09-06 00:04:18.462|Avant
10995116277884|4784511654127730874|2021-09-07 11:05:40.949|Peerform
6597069767000|4784793129104441799|2021-09-07 18:27:12.537|Avant
8796093022416|4784793129104441641|2021-09-08 05:51:59.528|Marcus by Goldman Sachs
15393162789021|4784793129104441580|2021-09-08 06:26:00.071|American Express
684|4784793129104442260|2021-09-08 12:17:01.09|TD Bank
6597069766803|4785074604081152215|2021-09-08 14:13:24.907|Navy Federal Credit Union
2199023256249|4785356079057863587|2021-09-10 02:46:59.249|Chase Bank
431|4785637554034573897|2021-09-11 03:40:04.131|Bank of America
13194139533432|4785919029011284145|2021-09-11 19:34:52.075|Avant
6597069766877|4786200503987994937|2021-09-12 20:52:40.252|SunTrust
6597069767234|4786481978964706067|2021-09-13 19:30:13.372|OneMain Financial
10995116277974|4787044928918126896|2021-09-16 12:07:20.49|Fundbox
13194139533780|4787607878871548535|2021-09-18 03:05:01.182|Discover
13194139533687|4788170828824969714|2021-09-20 05:17:07.785|Fundbox
50|4789296728731811917|2021-09-24 01:33:01.987|Discover
13194139533693|4789859678685233661|2021-09-26 06:02:42.714|US Bank
8796093022538|4790422628638654903|2021-09-28 00:00:18.887|OneMain Financial
8796093022734|4790422628638655176|2021-09-28 02:39:41.632|Marcus by Goldman Sachs
17592186044592|4790985578592076035|2021-09-30 09:58:40.818|Kabbage
2199023255866|4792111478498918829|2021-10-04 03:46:14.962|OneMain Financial
13194139533901|4792111478498919207|2021-10-04 04:21:01.839|Navy Federal Credit Union
2199023255662|4792392953475629222|2021-10-04 23:12:22.507|Avant
8796093022388|4792674428452339975|2021-10-06 05:19:20.522|Peerform
44|4792955903429050438|2021-10-06 15:21:10.295|TD Bank
4398046511208|4792955903429050528|2021-10-07 07:16:07.973|Peerform
8796093022225|4793237378405761050|2021-10-07 20:34:26.219|Patch of Land
8796093022813|4793237378405761847|2021-10-08 08:11:57.136|Rocket Loans
17592186045137|4793237378405761984|2021-10-08 11:30:33.192|Kabbage
13194139533843|4793518853382472398|2021-10-08 19:08:26.866|Bank of America
15393162789157|4794081803335893401|2021-10-10 19:53:18.128|US Bank
601|4794081803335893814|2021-10-11 06:57:59.023|Discover
15393162789168|4794644753289314726|2021-10-13 02:44:23.881|LendingClub
17592186045162|4794644753289315293|2021-10-13 04:56:49.633|Fundbox
10995116278168|4794926228266025503|2021-10-13 15:51:42.173|Kabbage
10995116278277|4795207703242736313|2021-10-14 16:15:50.483|Prosper
4398046511308|4795207703242735909|2021-10-14 23:37:11.291|OneMain Financial
15393162789080|4795770653196157236|2021-10-17 02:59:52.8|Fundbox
4398046511240|4796333603149578441|2021-10-19 03:19:57.833|Citibank
185|4796333603149578510|2021-10-19 05:07:37.106|Citibank
4398046511519|4797178028079710761|2021-10-22 07:47:31.595|PNC Bank
13194139533389|4797459503056420985|2021-10-22 23:30:33.707|TD Bank
15393162789617|4797740978033132524|2021-10-24 05:53:40.5|Chase Bank
6597069767000|4797740978033131974|2021-10-24 07:54:19.68|Peerform
13194139533863|4798022453009842922|2021-10-24 17:34:04.277|Fundbox
15393162788890|4798303927986552875|2021-10-26 01:58:30.699|Chase Bank
17592186045204|4798585402963264543|2021-10-27 08:18:53.579|Peerform
17592186044455|4798585402963263551|2021-10-27 08:50:44.914|Fundrise
420|4798866877939974707|2021-10-28 04:50:13.741|Best Egg
4398046511393|4798866877939974551|2021-10-28 09:42:08.611|LendingClub
4398046511629|4799429827893396166|2021-10-30 07:30:37.296|Bank of America
15393162789392|4799992777846817481|2021-10-31 18:34:59.358|LendingPoint
363|4799992777846817247|2021-11-01 02:07:12.258|SoFi
13194139533687|4799992777846817267|2021-11-01 11:19:30.728|LightStream
8796093022782|4800837202776949516|2021-11-03 15:50:14.304|Avant
17592186045172|4801118677753660404|2021-11-05 10:16:27.79|Fundbox
2199023255846|4801400152730370460|2021-11-06 08:31:34.512|Roofstock
15393162789118|4801681627707081068|2021-11-07 08:17:58.265|Fundbox
8796093022479|4802244577660502403|2021-11-09 12:42:22.186|Patch of Land
17592186044545|4802807527613923521|2021-11-10 21:30:18.29|Discover
6597069767446|4802807527613924388|2021-11-10 22:23:52.128|Citibank
10995116277915|4802807527613923559|2021-11-11 11:16:23.76|Citibank
8796093023003|4803089002590635051|2021-11-11 16:08:20.487|SunTrust
15393162789064|4804214902497476896|2021-11-16 09:15:05.744|RealtyMogul
15393162789579|4804777852450898877|2021-11-18 06:28:04.952|PNC Bank
10995116278547|4804777852450898974|2021-11-18 13:35:10.209|Marcus by Goldman Sachs
6597069766739|4805059327427608703|2021-11-18 16:47:53.413|Peerform
15393162789157|4805340802404319642|2021-11-19 17:49:04.466|Peerform
8796093022574|4805340802404319716|2021-11-20 08:44:59.657|Capital One
2199023256210|4805340802404320116|2021-11-20 10:54:09.602|Citibank
499|4805622277381030556|2021-11-21 10:17:27.176|Peerform
17592186044817|4805903752357741076|2021-11-21 21:07:36.847|Patch of Land
17592186044516|4805903752357740699|2021-11-22 14:28:03|Peerform
6597069767069|4806466702311162408|2021-11-23 23:04:54.119|Navy Federal Credit Union
6597069766753|4806748177287872660|2021-11-25 05:49:25.494|Wells Fargo
8796093022388|4806748177287872774|2021-11-25 08:58:55.109|LightStream
15393162788890|4807029652264583212|2021-11-25 21:47:23.219|PNC Bank
4398046511240|4807029652264583367|2021-11-26 06:29:55.507|Upstart
17592186045204|4807311127241294881|2021-11-26 21:31:27.663|OneMain Financial
13194139533762|4807592602218005090|2021-11-28 14:27:35.144|BlueVine
250|4808437027148136809|2021-11-30 23:25:27|Citibank
6597069766712|4808718502124847197|2021-12-02 12:05:02.749|LendingClub
6597069766809|4808999977101557988|2021-12-03 13:42:57.452|RealtyMogul
15393162789098|4810125877008400710|2021-12-07 01:10:00.237|Funding Circle
4398046511816|4810688826961822650|2021-12-08 22:39:14.676|Fundrise
2199023256210|4810970301938533235|2021-12-10 14:07:39.493|RealtyMogul
15393162789617|4811251776915244013|2021-12-11 05:42:14.461|Funding Circle
15393162789098|4813785051705639241|2021-12-20 14:07:31.047|Upstart
6597069766839|4814066526682349834|2021-12-20 15:59:06.566|LendingClub
17592186045024|4814629476635771706|2021-12-23 06:19:24.032|Patch of Land
13194139533843|4814629476635771596|2021-12-23 14:09:08.601|BlueVine
10995116277827|4814910951612481643|2021-12-23 18:19:11.112|LendingPoint
15393162789157|4814910951612481947|2021-12-23 21:46:42.508|Best Egg
10995116278385|4815192426589193038|2021-12-25 09:29:32.21|Best Egg
17592186044500|4815755376542613633|2021-12-27 06:22:36.259|Upgrade
755|4816036851519325170|2021-12-27 19:44:10.116|Capital One
19791209300091|4816036851519324343|2021-12-28 03:29:30.528|Upstart
19791209300226|4816036851519324532|2021-12-28 14:30:51.755|Avant
13194139533549|4816318326496035147|2021-12-28 17:02:35.817|TD Bank
8796093022538|4816318326496035254|2021-12-29 06:57:45.23|Bank of America
4398046511622|4816881276449456831|2021-12-31 01:30:19.097|Earnest
8796093022546|4816881276449456577|2021-12-31 07:21:13.714|Rocket Loans
17592186044974|4817162751426167545|2022-01-01 03:09:39.785|Roofstock
13194139533907|4817444226402878254|2022-01-01 16:33:46.139|Earnest
2199023255700|4817725701379588315|2022-01-02 16:44:32.207|LightStream
6597069766822|4817725701379588340|2022-01-03 06:24:54.553|SunTrust
10995116278188|4817725701379588676|2022-01-03 11:40:41.278|Funding Circle
236|4818288651333009738|2022-01-05 14:49:06.614|American Express
8796093022387|4818570126309720324|2022-01-05 17:59:39.011|Bank of America
10995116278385|4818570126309720909|2022-01-06 00:36:33.494|OnDeck
8796093022574|4819414551239852514|2022-01-08 21:54:18.977|Upgrade
17592186044615|4819696026216562975|2022-01-10 05:31:27.702|Citibank
4398046511104|4820540451146694656|2022-01-12 18:28:42.768|American Express
10995116277850|4820821926123405454|2022-01-14 08:21:11.576|US Bank
15393162788890|4821103401100116014|2022-01-14 17:03:18.182|Funding Circle
17592186044615|4821103401100116254|2022-01-15 01:28:50.569|Rocket Loans
2199023255895|4821103401100116421|2022-01-15 16:07:21.69|State Farm Bank
684|4821384876076827541|2022-01-16 00:04:28.486|TD Bank
648|4821384876076827495|2022-01-16 12:58:13.698|Avant
6597069766895|4821666351053537613|2022-01-16 23:52:12.211|US Bank
13194139533389|4821666351053537398|2022-01-17 03:19:38.377|SoFi
13194139533765|4821666351053537895|2022-01-17 10:11:37.57|RealtyMogul
17592186044486|4821947826030248048|2022-01-17 19:29:26.244|Peerform
4398046511553|4821947826030248542|2022-01-18 02:31:22.111|Chase Bank
17592186044817|4822229301006959125|2022-01-19 09:49:20.306|Peerform
24|4822510775983669288|2022-01-19 21:37:01.373|LightStream
2199023256249|4822792250960380834|2022-01-21 04:54:23.279|Upstart
13194139533860|4823636675890512611|2022-01-24 03:46:44.231|OneMain Financial
6597069766957|4823918150867222944|2022-01-24 20:06:16.257|State Farm Bank
4398046511689|4823918150867223327|2022-01-25 05:41:55.268|Upgrade
17592186044714|4823918150867222942|2022-01-25 08:35:39.306|Fundrise
17592186045162|4823918150867223515|2022-01-25 14:58:56.538|TD Bank
15393162789417|4824199625843933935|2022-01-26 05:00:31.485|Kabbage
15393162789550|4824481100820644761|2022-01-27 11:02:42.998|SoFi
19791209300374|4825044050774065691|2022-01-28 20:48:09.943|RealtyMogul
19791209300020|4826169950680907862|2022-02-01 21:07:44.701|OnDeck
13194139533481|4826169950680908024|2022-02-02 02:56:04.397|Roofstock
2199023255700|4827014375611039962|2022-02-05 03:13:15.114|Roofstock
15393162789107|4827295850587750747|2022-02-05 23:20:48.542|Discover
580|4827295850587751191|2022-02-06 06:59:40.855|PNC Bank
2199023256301|4827295850587751396|2022-02-06 15:32:22.683|Funding Circle
19791209300551|4827577325564461850|2022-02-07 11:09:05.908|Wells Fargo
19791209300163|4828140275517882650|2022-02-09 15:35:56.984|OnDeck
13194139534017|4828421750494593964|2022-02-10 13:13:53.415|Avant
17592186044583|4828984700448014582|2022-02-12 09:43:32.199|Roofstock
19791209300330|4829547650401436123|2022-02-13 19:15:07.793|Discover
21990232555647|4829547650401435840|2022-02-13 23:28:24.032|Discover
13194139533843|4829829125378147021|2022-02-15 14:16:29.256|OneMain Financial
4398046511226|4830110600354857141|2022-02-16 02:59:49.774|Discover
6597069766739|4830110600354857086|2022-02-16 04:29:08.422|Fundrise
10995116278498|4830110600354857935|2022-02-16 13:03:18.584|Discover
21990232555541|4830392075331567651|2022-02-17 09:48:36.053|Fundbox
17592186044598|4831236500261699849|2022-02-20 08:00:21.708|Funding Circle
363|4831236500261700061|2022-02-20 16:10:35.437|Rocket Loans
15393162789107|4831799450215121244|2022-02-21 22:28:34.685|RealtyMogul
13194139533765|4832362400168542825|2022-02-24 00:30:03.364|LendingPoint
4398046511703|4832925350121964339|2022-02-25 18:41:29.243|Peerform
13194139533389|4832925350121963640|2022-02-26 09:01:11.464|Prosper
13194139533860|4833206825098674916|2022-02-27 09:02:58.402|Citibank
13194139534019|4833488300075385775|2022-02-27 22:21:32.568|Discover
499|4833769775052096158|2022-02-28 18:12:23.094|Discover
21990232556070|4833769775052096233|2022-03-01 10:57:10.019|LendingClub
2199023255900|4834051250028806607|2022-03-02 00:14:40.672|Marcus by Goldman Sachs
4398046511816|4834614199982228409|2022-03-04 13:31:01.644|State Farm Bank
636|4834614199982228311|2022-03-04 16:20:47.552|Wells Fargo
372|4835177149935649264|2022-03-06 00:43:05.083|Kabbage
15393162789417|4835458624912360176|2022-03-07 09:51:20.948|Funding Circle
21990232556205|4835740099889071000|2022-03-08 03:39:44.034|Upgrade
21990232555541|4835740099889070113|2022-03-08 09:47:44.308|SoFi
2199023256174|4836021574865781579|2022-03-09 00:25:03.468|LendingClub
6597069767000|4836303049842491848|2022-03-10 14:44:27.56|Best Egg
21990232556146|4836584524819202897|2022-03-11 14:50:09.899|OneMain Financial
19791209300707|4836865999795913682|2022-03-12 06:18:13.816|Fundrise
13194139533780|4836865999795913334|2022-03-12 13:43:04.8|OneMain Financial
10995116277915|4837428949749334248|2022-03-14 01:10:02.853|American Express
21990232555647|4838273374679466175|2022-03-17 11:17:14.517|US Bank
17592186044431|4839117799609597976|2022-03-20 02:55:08.11|SoFi
44|4839117799609598024|2022-03-20 13:29:08.09|Rocket Loans
30|4839399274586308662|2022-03-20 18:41:46.971|Roofstock
10995116278005|4839399274586308959|2022-03-20 19:29:31.749|Kabbage
8796093022799|4839399274586309417|2022-03-20 20:13:41.521|Peerform
19791209300707|4839399274586309584|2022-03-21 02:45:52.755|Capital One
6597069767083|4839399274586309184|2022-03-21 03:11:34.295|State Farm Bank
21990232555890|4839399274586309101|2022-03-21 06:27:49.47|Bank of America
15393162789544|4839399274586309521|2022-03-21 15:11:38.752|SunTrust
6597069767043|4839680749563019781|2022-03-22 06:02:12.921|Best Egg
19791209300506|4839962224539730644|2022-03-22 21:48:20.465|Bank of America
13194139533690|4840243699516441081|2022-03-23 19:34:42.488|Best Egg
19791209300393|4840525174493151802|2022-03-24 23:40:14.713|Fundbox
6597069767315|4840525174493152118|2022-03-25 01:49:39.88|Kabbage
775|4840806649469862929|2022-03-25 23:15:41.256|RealtyMogul
19791209300163|4840806649469862171|2022-03-26 02:55:12.058|Avant
17592186044583|4840806649469862133|2022-03-26 03:08:35.878|RealtyMogul
21990232556135|4840806649469862728|2022-03-26 13:56:26.282|Patch of Land
19791209300634|4841088124446573443|2022-03-27 00:23:39.127|Prosper
15393162789296|4841088124446573131|2022-03-27 13:10:32.221|Kabbage
15393162789298|4841369599423283793|2022-03-28 04:15:32.268|Fundbox
15393162789615|4841651074399994857|2022-03-29 00:44:43.273|Rocket Loans
17592186045172|4841932549376705526|2022-03-30 06:47:33.903|TD Bank
2199023255846|4842214024353415581|2022-03-31 00:17:04.618|SunTrust
10995116277974|4842495499330126130|2022-04-01 06:58:18.918|Best Egg
15393162789311|4842495499330126427|2022-04-01 13:09:42.983|PNC Bank
13194139533426|4843058449283547309|2022-04-02 18:31:15.076|TD Bank
2199023255851|4843058449283547551|2022-04-02 23:30:17.744|Prosper
17592186045187|4843058449283548174|2022-04-03 00:18:22.816|Kabbage
21990232555539|4843058449283547165|2022-04-03 06:04:29.54|BlueVine
467|4843058449283547765|2022-04-03 06:38:39.51|RealtyMogul
19791209300745|4843058449283548182|2022-04-03 08:41:24.751|Fundrise
15393162789643|4843058449283548184|2022-04-03 13:43:48.564|Capital One
21990232555541|4843058449283547170|2022-04-03 15:23:58.128|Earnest
19791209300659|4843339924260258719|2022-04-04 05:03:03.917|Prosper
