fromId|toId|amount|createTime
4725964858971915631|4743979257481397272|9677742.7|2021-04-24 08:04:17.886
4742290407621133210|77968568548851741|8974956.47|2021-04-25 12:03:25.825
121597189939004153|4717239134693885342|643400.73|2021-04-27 13:05:37.22
4713861434973356137|4671921663443468288|2886059.62|2021-05-05 01:30:07.363
4713579959996645756|4730749933575996214|1229099.08|2021-05-05 11:31:52.769
119063915148608087|47287796087390269|4153602.17|2021-05-08 18:31:34.344
4737505333017052032|4730749933575996446|9706922.45|2021-05-09 08:15:52.722
4688528687069398403|4717239134693885342|2852525.28|2021-05-09 10:36:17.551
4651655465120301686|4709357835345985933|9818398.05|2021-05-13 16:35:18.974
4752423506782717011|124693414682821102|7113582.23|2021-05-17 11:55:00.345
4740038607807448321|4730749933575996214|9049031.76|2021-05-19 14:40:46.073
4678114112931103330|4687121312185844640|8860011.37|2021-05-19 18:50:04.736
4737505333017052032|4687121312185844640|5893065.61|2021-05-24 00:08:29.585
4752423506782716218|4743979257481397272|9638816.26|2021-05-24 13:45:38.518
68116944363979237|75716768735167298|8142714.63|2021-05-25 14:56:38.132
4742290407621133210|40532396646334920|2452770.69|2021-05-31 07:36:54.172
56576470318842045|4730749933575996446|6867184.04|2021-05-31 11:40:12.065
119063915148608087|4657003489677805220|5933155.12|2021-05-31 11:54:12.503
4685432462325580433|4751016131899162894|4534205.33|2021-06-04 05:21:31.606
133982088914272263|4689373111999530488|2549094.51|2021-06-07 01:35:06.914
4705698660648748763|113434415614394918|6101152.35|2021-06-08 11:06:38.442
81064793292669775|4750734656922453317|8268853.45|2021-06-08 22:16:02.846
4640677941028586840|4754112356642981202|5766456.7|2021-06-11 16:47:26.321
4740038607807448321|92886742314516825|2820098.0|2021-06-13 19:26:53.274
74872343805034622|4666573638885966169|7160506.31|2021-06-15 10:36:50.853
4729342558692443350|4671921663443468288|2383350.04|2021-06-19 16:15:37.285
4738068282970473711|92886742314516825|9298909.05|2021-06-22 22:05:48.962
4718365034600727466|124693414682821102|2817662.8|2021-06-28 14:23:56.83
4761712181014168593|139893063425196086|2102269.13|2021-07-04 00:34:35.15
4664603314048991734|4729342558692442175|5437790.31|2021-07-05 13:56:57.912
4704009810788484452|4754112356642981202|6395977.99|2021-07-06 14:33:06.428
4651655465120301686|4752142031806006366|3473987.69|2021-07-07 00:16:25.429
4685432462325580433|75716768735167298|695054.1|2021-07-11 22:10:56.24
4706261610602169223|4752142031806006366|1852317.77|2021-07-14 18:48:49.672
4645744490609378224|4754112356642981202|4636948.46|2021-07-16 17:47:30.88
146366987889541586|4754112356642981202|4479386.46|2021-07-16 21:13:56.673
4761149231060747533|139893063425196086|5293659.77|2021-07-18 00:20:32.069
4741445982691001638|4730749933575996446|7838974.08|2021-07-18 10:25:16.934
4765652830688118386|4717239134693885342|7388623.8|2021-07-19 23:57:00.17
4739475657854026245|4768186105478513052|8752298.21|2021-07-20 17:33:50.116
69242844270821492|4768467580455224066|7597701.09|2021-07-22 16:27:12.936
4769312005385356856|4644055640749114719|1043384.32|2021-07-23 13:52:35.638
4769312005385356856|150307637563490574|9569649.54|2021-07-23 21:13:16.551
152559437377176290|16607023625929101|6661709.13|2021-07-24 17:27:54.355
4770719380268909490|47287796087390269|900406.65|2021-07-25 01:39:29.371
4712172585113092179|40532396646334920|2470549.53|2021-07-25 13:45:41.113
4678114112931103330|4721742734321254459|843559.38|2021-07-25 18:18:42.777
4743697782504685898|16607023625929101|5068998.78|2021-07-27 14:19:48.619
4765652830688117891|4689373111999530488|5680298.62|2021-07-28 13:04:05.163
4738068282970473711|4644055640749114719|2563272.86|2021-07-29 07:22:30.836
4761149231060747533|151152062493622727|9609023.19|2021-07-30 09:22:45.1
4651655465120301686|4752423506782717267|5508296.29|2021-08-05 19:24:40.213
4765652830688118386|4670232813583204413|6139265.4|2021-08-05 19:36:00.048
4688528687069398403|4773815605012726531|3087031.32|2021-08-06 09:42:41.295
88101667710436123|47287796087390269|6103313.1|2021-08-07 06:57:45.306
4773534130036015819|4752423506782717267|8715554.29|2021-08-09 02:41:40.698
4673047563350312168|4754112356642981202|9716430.41|2021-08-09 12:38:34.411
4752423506782716218|4666573638885966169|7656910.35|2021-08-11 10:39:31.287
69242844270821492|4671921663443468288|7876580.38|2021-08-11 15:41:22.283
4773815605012726045|4657003489677805220|2365886.93|2021-08-15 10:29:40.053
4769874955338776819|4772689705105883970|5191405.79|2021-08-15 10:46:16.042
4688528687069398403|4717239134693885342|2299033.09|2021-08-16 09:18:33.591
63894819713319279|4743979257481397272|2491699.33|2021-08-16 10:30:53.275
4752423506782716218|113434415614394918|7549713.64|2021-08-18 07:12:12.493
4713861434973356137|4671921663443468288|7840406.51|2021-08-18 07:19:10.962
4770719380268909490|4730749933575996446|4219428.73|2021-08-18 10:14:48.994
4773534130036015819|124693414682821102|7678531.26|2021-08-19 06:33:47.665
56576470318842045|164099911422312480|8013542.78|2021-08-20 09:43:27.905
4640677941028586840|4689373111999530488|501934.88|2021-08-20 16:53:16.528
161285161655206654|4670232813583204413|8685678.98|2021-08-21 20:20:16.911
4764245455804563826|150307637563490574|8574186.88|2021-08-23 11:00:25.548
4747919907155346551|75716768735167298|96383.49|2021-08-23 23:04:44.862
81064793292669775|4721742734321254459|5755325.51|2021-08-25 12:07:16.078
4704009810788484452|139893063425196086|3923404.0|2021-08-26 04:34:55.891
142144863238881583|4752142031806006366|7544092.32|2021-08-27 10:10:41.417
142144863238881583|92886742314516825|8214359.95|2021-08-28 02:50:04.727
4696128511440585500|151152062493622671|2460454.01|2021-08-28 10:59:24.76
4664603314048991734|124693414682821102|2162200.55|2021-08-29 18:20:06.789
170010885933236865|4670232813583204413|9070647.38|2021-08-30 10:34:41.693
4739475657854026245|4657003489677805220|2097691.22|2021-08-30 19:56:35.819
4742290407621133210|4754112356642981202|9108042.26|2021-08-31 16:53:34.112
4742571882597843964|4671921663443468288|8437225.13|2021-09-01 14:59:40.412
4698098836277561035|4750734656922453317|8492076.23|2021-09-02 00:34:23.633
150307637563490439|139893063425196086|9330970.12|2021-09-02 00:55:49.242
4764808405757986306|4730749933575996214|6606967.49|2021-09-02 03:25:03.432
4714424384926778224|4765652830688117988|5918523.66|2021-09-02 11:21:16.292
4651655465120301686|139893063425196086|3938343.52|2021-09-03 11:47:39.736
4781978379337335417|4765652830688117988|1199523.33|2021-09-04 11:43:26.11
4779163629570228603|4751016131899162894|2173051.51|2021-09-04 11:48:46.963
145241087982699245|4752423506782717267|8659033.82|2021-09-05 05:42:26.749
4769874955338776819|4773815605012726531|7345478.41|2021-09-06 04:23:06.975
123567514775978465|4777756254686675343|4711576.66|2021-09-06 11:15:28.478
4718365034600727466|4721742734321254459|7316303.18|2021-09-06 12:56:58.051
4764245455804563826|4777756254686675343|3625398.31|2021-09-09 08:08:59.97
4664040364095570531|150307637563490574|3270678.78|2021-09-09 14:39:22.015
166070236259287276|4709357835345985933|9308712.39|2021-09-09 19:42:43.115
4673047563350312168|4743979257481397272|439170.54|2021-09-09 23:56:43.118
4647433340469642673|4743979257481397272|8036829.59|2021-09-10 23:18:18.016
167477611142840514|113434415614394918|8005258.45|2021-09-11 03:18:59.604
4734409108273234833|4765652830688117988|2613894.58|2021-09-11 07:18:17.613
4780289529477072283|4644055640749114719|6833405.31|2021-09-11 14:01:57.455
4761149231060746903|4752423506782717267|8305974.72|2021-09-12 02:03:28.403
4781133954407202837|4717239134693885342|7404171.8|2021-09-12 02:12:08.575
4753267931712848113|4769593480362066231|9706109.9|2021-09-12 03:59:26.938
4741445982691001638|4765652830688117988|2077979.42|2021-09-12 07:48:57.999
133982088914272263|4721742734321254459|2094927.33|2021-09-13 06:32:50.623
90353467524121172|4765652830688117988|4237624.57|2021-09-15 22:33:18.857
4739194182877315106|4729342558692442175|6699216.11|2021-09-16 13:45:15.006
4765652830688118386|113434415614394918|3362803.87|2021-09-16 23:58:16.836
4741445982691001638|124693414682821102|624906.92|2021-09-17 03:47:04.005
4780289529477072283|4752142031806006366|9387561.74|2021-09-17 13:28:24.537
119063915148608312|4666573638885966169|2248279.04|2021-09-18 11:15:32.661
109493765940445893|4782259854314047006|7653005.3|2021-09-19 13:33:26.339
4647433340469642673|4730749933575996446|8928972.06|2021-09-20 08:10:33.37
4786200503987996281|4754112356642981202|5242787.43|2021-09-20 22:00:33.215
4769312005385356856|4752142031806006366|1919736.27|2021-09-22 14:23:54.405
4786763453941417485|4750734656922453317|8952293.72|2021-09-23 10:20:11.14
162411061562049342|47287796087390269|8167241.11|2021-09-25 09:53:33.083
4739194182877315106|4768467580455224066|6045190.67|2021-09-25 12:10:27.125
174514485560607442|4752142031806006366|2793397.38|2021-09-26 06:02:28.031
109493765940445893|113434415614394918|8231143.18|2021-09-27 08:43:37.312
4673047563350312168|4773815605012726531|6714260.64|2021-09-27 19:26:50.929
4786763453941417485|40532396646334920|3987769.27|2021-09-28 02:03:06.278
116530640358211680|4750734656922453317|9517910.95|2021-09-29 23:26:17.337
4709920785299408307|77968568548851741|5073785.66|2021-09-30 01:25:19.352
4645744490609378224|4782259854314047006|3553869.46|2021-10-01 15:26:04.703
4739194182877315106|4730749933575996446|7451471.68|2021-10-01 16:02:36.553
4775222979896280204|4712454060089803388|8255123.72|2021-10-03 03:18:02.645
4752423506782716218|4777193304733253994|5876389.41|2021-10-03 06:26:26.379
123567514775978465|4657003489677805220|4572504.27|2021-10-03 16:06:29.166
4712172585113092179|124693414682821102|3931825.71|2021-10-03 17:50:01.966
4704009810788484452|4752142031806006366|2716554.11|2021-10-03 17:54:31.895
4703165385858352412|77968568548851741|9204720.72|2021-10-03 21:32:30.755
161285161655206654|4671921663443468288|2296252.69|2021-10-04 03:01:51.575
4789296728731812456|4768186105478513052|3366625.14|2021-10-04 20:16:26.353
163255486492181018|77968568548851741|8300545.66|2021-10-05 02:04:18.644
4781978379337335417|113434415614394918|6729024.94|2021-10-06 03:18:57.595
4645744490609378224|75716768735167298|6267648.71|2021-10-06 21:23:58.565
4786763453941417485|4712454060089803388|5359865.76|2021-10-07 04:48:48.788
167477611142840514|151152062493622727|5219082.38|2021-10-07 23:12:06.543
142144863238881583|151152062493622727|720101.81|2021-10-08 00:35:52.237
4727372233855467680|4777193304733253994|7974935.06|2021-10-08 13:39:08.291
4753267931712848113|151152062493622727|134501.62|2021-10-10 00:16:24.374
162411061562049342|4777193304733253994|3704097.04|2021-10-10 03:14:53.844
177892185281135090|151152062493622727|8708610.6|2021-10-10 09:01:21.097
174514485560607442|4772689705105883970|4881151.23|2021-10-10 09:22:35.726
181551359978373235|4712454060089803388|5269221.3|2021-10-10 11:08:32.639
4714424384926778224|4743979257481397272|1348183.45|2021-10-11 17:17:17.391
4789296728731812594|4657003489677805220|3814383.65|2021-10-11 23:05:32.102
4727372233855467680|4784793129104441598|291453.42|2021-10-13 07:06:19.762
4793237378405761242|4750734656922453317|7187549.63|2021-10-13 10:57:12.939
4757771531340218724|181269885001663159|8892086.43|2021-10-14 01:00:05.259
4690217536929662533|47287796087390269|8068380.77|2021-10-14 01:49:28.874
4739194182877315106|150307637563490574|1951577.55|2021-10-14 04:59:48.423
4647433340469642673|4791267053568787629|7691189.03|2021-10-14 19:41:23.758
4780289529477072283|4777193304733253994|2355772.42|2021-10-14 22:58:17.843
4773815605012726045|4768186105478513052|7239704.19|2021-10-15 03:41:59.251
142144863238881583|4687121312185844640|1139444.67|2021-10-15 08:47:32.263
4755801206503244845|4752423506782717267|5716980.49|2021-10-16 00:06:59.965
4742571882597843964|4782822804267468130|5211738.59|2021-10-16 06:44:01.681
4783948704174310179|4670232813583204413|125848.32|2021-10-17 04:48:14.487
4625196817309500703|164099911422312480|2006382.14|2021-10-17 08:51:10.29
4752423506782716218|4789578203708523104|5206060.25|2021-10-17 11:03:14.533
156500087051125588|164099911422312480|6852920.36|2021-10-18 05:00:55.578
150589112540201785|4782259854314047006|3740144.4|2021-10-19 02:18:58.362
4761712181014168593|4729342558692442175|5969505.02|2021-10-19 09:01:30.376
68116944363979237|77968568548851741|5397194.89|2021-10-19 21:56:39.019
178455135234556523|4670232813583204413|8923298.97|2021-10-19 23:10:23.781
4777193304733254952|4709357835345985933|9012911.18|2021-10-20 08:42:31.807
142144863238881787|150307637563490574|2760610.62|2021-10-21 01:55:10.748
4764245455804563826|4751016131899162894|7509608.97|2021-10-21 09:04:19.176
4742290407621133210|4717239134693885342|7620154.54|2021-10-21 13:32:57.048
4792392953475630255|150307637563490574|6047356.79|2021-10-21 23:12:04.442
4765652830688117891|4784793129104441598|8741580.74|2021-10-22 03:12:59.36
4789296728731812594|4752142031806006366|9750838.18|2021-10-23 23:45:19.899
109493765940445893|4657003489677805220|4740393.15|2021-10-24 05:55:34.714
4673891988280443381|4768186105478513052|2254902.63|2021-10-24 07:04:02.599
69242844270821492|177610710304424261|5893948.55|2021-10-25 08:15:05.008
4776630354779833924|4765652830688117988|7312449.24|2021-10-25 10:55:38.625
119063915148608312|4777756254686675343|201113.15|2021-10-25 23:29:24.555
63894819713319622|4752423506782717267|2333046.94|2021-10-26 07:33:41.057
4773534130036015819|177610710304424261|3557036.24|2021-10-26 08:13:45.802
63894819713319279|4784793129104441598|5651199.25|2021-10-26 18:03:15.178
4781978379337335417|16607023625929101|9809491.56|2021-10-27 13:01:43.798
4747638432178634930|4751016131899162894|9322791.96|2021-10-27 15:19:36.737
60235645016080861|177610710304424261|2153582.73|2021-10-27 17:59:40.296
4791267053568788004|4789578203708523104|2048966.22|2021-10-27 18:37:25.089
150307637563490439|4687121312185844640|2839613.23|2021-10-28 02:58:21.492
88101667710436123|150307637563490574|403522.19|2021-10-28 08:59:13.03
4709920785299408307|124693414682821102|5013515.77|2021-10-29 04:17:35.927
4783948704174309468|4752423506782717267|4910914.37|2021-10-29 20:22:10.495
162692536538759272|4730749933575996214|3854740.12|2021-10-30 00:23:31.561
4734409108273234833|4730749933575996214|196017.93|2021-10-30 00:48:47.468
4703728335811772683|113434415614394918|2995914.92|2021-10-31 20:42:45.847
4765652830688117891|150307637563490574|4973006.22|2021-11-01 07:57:25.559
4761149231060747533|4721742734321254459|6993402.51|2021-11-01 15:08:10.79
4645744490609378224|4752423506782717267|1550614.39|2021-11-01 18:46:20.594
162129586585338190|182958734861927045|9259171.0|2021-11-02 15:55:50.629
4774660029942858165|4769593480362066231|1321078.79|2021-11-03 03:07:57.886
4780852479430493197|139893063425196086|1704849.62|2021-11-03 17:11:30.151
52072870691472021|4730749933575996446|3529921.18|2021-11-03 23:53:32
4791267053568787698|4721742734321254459|598464.8|2021-11-04 23:25:14.829
182395784908505830|177610710304424261|2657499.25|2021-11-05 13:27:22.842
4740038607807447578|4689373111999530488|3521788.45|2021-11-05 19:21:57.933
4779163629570228603|4687121312185844640|8720519.58|2021-11-07 12:42:35.306
4769874955338776819|4773815605012726531|9599815.13|2021-11-07 19:56:09.585
4786200503987996281|4800555727800238725|7264716.15|2021-11-08 23:26:01.948
63894819713319279|4789578203708523104|9157044.78|2021-11-09 03:48:36.361
188588234396140096|4752142031806006366|5356277.39|2021-11-09 10:09:42.275
4645744490609378224|4657003489677805220|5256955.3|2021-11-09 21:27:09.125
182114309931794928|4689373111999530488|737099.72|2021-11-09 21:42:54.236
145241087982699245|4730749933575996446|1125976.09|2021-11-10 16:37:46.704
4794644753289315647|4717239134693885342|3112337.58|2021-11-11 04:15:29.143
119063915148608312|4729342558692442175|2783199.21|2021-11-11 23:05:44.179
4674454938233865894|75716768735167298|1063100.36|2021-11-12 10:49:22.159
4791267053568787698|4782259854314047006|6308924.73|2021-11-13 17:18:57.584
4752423506782717011|4657003489677805220|6903174.52|2021-11-13 19:38:19.269
4673891988280443381|182958734861927045|2961553.27|2021-11-13 23:58:41.166
4712172585113092179|4777193304733253994|8590733.0|2021-11-14 01:21:55.729
189432659326271533|4782822804267468130|2462498.44|2021-11-14 16:44:39.793
4739475657854026245|4769593480362066231|7543268.68|2021-11-14 21:02:21.82
183803159792058415|4687121312185844640|8519218.16|2021-11-14 21:32:23.077
185210534675612127|77968568548851741|9259696.84|2021-11-15 06:15:19.082
150307637563490439|4752142031806006366|9142118.54|2021-11-15 12:06:22.145
4713579959996645756|4730749933575996214|6522352.39|2021-11-16 01:57:38.7
4777193304733254952|4782822804267468130|4361958.79|2021-11-16 11:39:57.135
162692536538759272|4743979257481397272|3999243.81|2021-11-16 17:43:31.559
4753267931712848113|4754112356642981202|9031344.6|2021-11-16 19:18:40.529
166070236259287552|4793518853382472927|6787459.77|2021-11-17 03:52:51.259
133419138960850960|4644055640749114719|740479.27|2021-11-17 08:40:09.365
4741445982691001638|4717239134693885342|8946434.28|2021-11-17 14:38:03.742
133419138960850960|4750734656922453317|9871021.38|2021-11-17 17:03:46.901
116530640358211680|75716768735167298|4000529.65|2021-11-17 18:53:39.716
146366987889541586|113434415614394918|603320.39|2021-11-18 09:48:05.077
4727372233855467680|4777756254686675343|7661485.99|2021-11-18 13:18:13.935
4794644753289315647|47287796087390269|8344806.49|2021-11-18 20:16:48.917
4773534130036015819|4793518853382472927|9151088.92|2021-11-18 21:12:01.455
4769312005385356856|4743979257481397272|3074787.29|2021-11-18 22:29:31.228
4757771531340218724|139893063425196086|7055798.81|2021-11-19 07:41:48.901
4796615078126289138|4777756254686675343|7123687.63|2021-11-20 12:37:42.138
4783948704174310179|4721742734321254459|7918090.55|2021-11-21 07:37:56.631
162692536538759272|4791267053568787629|4803913.21|2021-11-21 16:09:17.13
181551359978373235|47287796087390269|1149068.3|2021-11-21 17:35:17.201
63894819713319279|16607023625929101|8962250.29|2021-11-21 20:42:14.867
4739194182877315106|181269885001663159|5760065.88|2021-11-22 00:42:01.099
145241087982699245|4768186105478513052|6717639.7|2021-11-22 15:41:10.167
173670060630474770|4657003489677805220|3154227.86|2021-11-22 16:04:08.633
181551359978373235|151152062493622671|9474308.63|2021-11-22 23:03:13.316
4782822804267467400|4666573638885966169|9189662.87|2021-11-23 07:16:13.285
68116944363979237|4751016131899162894|7086928.67|2021-11-23 15:16:49.42
109775240917156585|4804496377474187777|3220669.64|2021-11-23 23:37:20.125
182395784908505830|16607023625929101|4985872.57|2021-11-24 12:18:16.993
4712172585113092179|4773815605012726531|513590.38|2021-11-25 04:25:47.168
4750171706969031133|4709357835345985933|4341726.21|2021-11-25 04:35:54.01
4794644753289315647|4754112356642981202|42088.02|2021-11-25 12:55:26.244
4747919907155346551|47287796087390269|1190125.15|2021-11-26 00:02:11.528
4781696904360624977|47287796087390269|8418874.18|2021-11-26 10:37:34.886
4798303927986554076|4782822804267468130|5193840.94|2021-11-27 13:12:39.304
4786763453941417485|139893063425196086|4838415.4|2021-11-27 18:50:03.588
4775222979896280204|4752423506782717267|5309692.81|2021-11-27 20:26:15.048
68116944363979237|4804496377474187777|6541469.42|2021-11-28 14:19:17.329
145241087982699245|4782259854314047006|7779823.54|2021-11-28 19:26:16.496
181551359978373235|4689373111999530488|4224999.67|2021-11-29 04:09:19.273
170010885933236865|4772689705105883970|1282343.53|2021-11-29 11:31:56.317
4704009810788484452|4644055640749114719|9573461.42|2021-11-30 03:34:38.393
60235645016080861|4768186105478513052|295488.27|2021-11-30 21:52:48.671
161285161655206025|4793800328359182982|6450945.6|2021-12-01 00:05:52.148
195906583790616663|4712454060089803388|8699603.68|2021-12-01 06:51:09.433
4688528687069398403|4791267053568787629|4124042.91|2021-12-01 16:18:21.505
182114309931794928|4670232813583204413|3847556.63|2021-12-01 22:14:11.331
4740038607807447578|4792392953475629222|7767473.24|2021-12-02 13:42:38.141
68116944363979237|150307637563490574|1900581.22|2021-12-02 16:57:34.855
145241087982699245|4730749933575996446|3799734.71|2021-12-03 03:08:34.192
4793518853382472033|4743979257481397272|4547201.09|2021-12-03 04:29:21.403
4808155552171427372|4777756254686675343|9496668.81|2021-12-03 06:03:48.078
4803651952544055714|151152062493622727|5248103.59|2021-12-03 08:20:15.039
183803159792058415|92886742314516825|2900769.62|2021-12-03 16:33:03.679
197032483697459958|4750734656922453317|2067741.57|2021-12-03 19:58:20.457
4776630354779833924|4644055640749114719|2195083.94|2021-12-03 20:04:27.844
109775240917156585|4730749933575996446|4801640.32|2021-12-04 04:39:57.324
4776630354779833924|4768467580455224066|3772547.39|2021-12-04 11:22:00.7
167477611142840514|151152062493622727|3042916.35|2021-12-04 20:31:12.512
173670060630474770|4671921663443468288|7638204.88|2021-12-05 00:05:23.534
4783948704174309468|182958734861927045|5183457.62|2021-12-05 03:14:22.51
185210534675612127|4721742734321254459|6416686.32|2021-12-05 06:52:07.28
4789296728731812456|113434415614394918|5740130.32|2021-12-05 14:53:40.244
4785637554034574253|4644055640749114719|4864471.32|2021-12-05 17:21:23.961
4792955903429050686|151152062493622727|4133835.32|2021-12-06 05:13:57.677
81064793292669775|4780852479430492486|8076255.57|2021-12-06 12:35:53.738
98797716825440579|4808437027148136470|3547174.95|2021-12-06 13:51:11.869
4798303927986554076|4789578203708523104|512817.8|2021-12-07 07:05:39.546
4761149231060747533|4709357835345985933|8277373.37|2021-12-07 12:23:54.434
4783948704174309468|182958734861927045|8751261.31|2021-12-07 20:04:43.8
4782822804267467400|4752142031806006366|620061.14|2021-12-07 21:37:36.525
4783104279244179042|4793800328359182982|2833770.8|2021-12-08 18:21:51.043
177892185281135090|4751016131899162894|3070322.67|2021-12-09 14:52:37.898
189432659326271533|4687121312185844640|1298725.4|2021-12-10 06:37:52.539
162692536538759272|4717239134693885342|3546235.95|2021-12-10 07:13:58.751
119063915148608087|182958734861927045|9160848.33|2021-12-10 20:40:47.898
4779163629570228603|4717239134693885342|5530479.71|2021-12-11 05:51:11.105
4774660029942858165|4808437027148136470|8289486.46|2021-12-12 00:53:42.239
4651655465120301686|4754112356642981202|7806308.76|2021-12-12 07:08:02.949
183803159792058415|4800555727800238725|678005.27|2021-12-12 17:08:38.37
119063915148608312|4804496377474187777|2789472.22|2021-12-13 08:26:10.658
4734409108273234833|151152062493622671|6668953.55|2021-12-13 16:07:18.767
189995609279693038|182958734861927045|2855470.3|2021-12-13 22:22:09.277
4803370477567346345|4717239134693885342|9912785.84|2021-12-14 11:41:41.393
4717802084647305419|4750734656922453317|5309819.02|2021-12-14 22:15:14.219
4688528687069398403|150307637563490574|9186088.85|2021-12-15 04:21:36.316
4806466702311162263|4666573638885966169|6934534.19|2021-12-15 07:26:17.476
150307637563490439|4743979257481397272|8107909.56|2021-12-15 11:35:53.233
4780289529477072283|4768467580455224066|7902704.36|2021-12-15 15:27:08.052
4798303927986554536|4721742734321254459|791646.08|2021-12-16 04:03:30.239
4696128511440585500|4780852479430492486|4472283.41|2021-12-16 11:29:35.346
150307637563490439|4773815605012726531|35024.1|2021-12-16 21:49:45.752
200691658394697819|4784793129104441598|3816197.19|2021-12-17 07:20:26.4
4731875833482839733|77968568548851741|5545614.64|2021-12-17 12:33:17.88
4783104279244177508|4712454060089803388|953526.06|2021-12-17 13:34:17.142
4796333603149579172|47287796087390269|5974804.22|2021-12-17 15:47:40.027
63894819713319279|4804496377474187777|5184868.69|2021-12-17 17:05:05.342
197595433650880738|4730749933575996214|1841252.81|2021-12-17 19:37:42.354
188588234396140096|47287796087390269|8723703.95|2021-12-17 21:38:38.317
4798022453009843181|4789578203708523104|8225102.55|2021-12-18 06:29:51.968
4791267053568788004|4717239134693885342|4442455.68|2021-12-18 09:29:04.811
4714424384926778224|151152062493622671|8166457.21|2021-12-18 19:27:22.987
4625196817309500703|4791267053568787629|6161381.28|2021-12-18 20:15:53.692
4783104279244177508|4782822804267468130|1231106.93|2021-12-18 20:47:38.465
4779163629570228603|164099911422312480|8054138.91|2021-12-19 00:59:50.409
4781696904360624977|4791267053568787629|1415042.06|2021-12-19 04:26:06.709
4747638432178634930|77968568548851741|3252888.3|2021-12-19 09:57:59.534
4811251776915243792|4773815605012726531|6216822.79|2021-12-19 14:08:17.643
4792955903429050686|4791267053568787629|8328895.58|2021-12-19 18:28:09.296
4777193304733253832|4800555727800238725|2205431.81|2021-12-19 23:15:30.152
90353467524121172|4793800328359182982|7715957.58|2021-12-20 01:05:37.202
4740038607807448321|4782259854314047006|8714002.68|2021-12-20 11:59:19.301
4712172585113092179|124693414682821102|5523615.21|2021-12-20 23:42:01.343
4774660029942858165|4709357835345985933|3928125.38|2021-12-21 21:09:54.379
4786200503987996281|4769593480362066231|1966562.64|2021-12-22 13:18:57.219
109493765940445893|4752423506782717267|807489.08|2021-12-22 14:46:41.475
4811533251891955161|4657003489677805220|3994734.47|2021-12-23 06:33:12.338
4755801206503244845|4754112356642981202|5447594.09|2021-12-23 19:48:27.475
4688528687069398403|4730749933575996446|1893314.42|2021-12-23 22:39:40.411
189995609279693038|4670232813583204413|8526967.66|2021-12-25 16:07:34.632
4645744490609378224|4791267053568787629|584126.87|2021-12-25 21:28:15.279
4792392953475630255|4657003489677805220|6018692.07|2021-12-25 22:33:09.78
161285161655206654|4717239134693885342|1439637.2|2021-12-26 21:51:54.956
161285161655206025|4712454060089803388|5966082.86|2021-12-27 06:33:12.341
4812940626775507662|181269885001663159|5600593.76|2021-12-27 08:30:32.248
189432659326271533|47287796087390269|1724975.91|2021-12-27 14:42:34.494
4713861434973356137|4780852479430492486|3005295.79|2021-12-27 19:53:19.951
